"Term","Campus","CRN","Course","Section","Cr Hrs","Course Title","Course Additional Information","Instructional Method","Instructor","Room","Session","Days","Time","Actual Enrolled","Max Enrolled","CCE Reserved","FYS Reserved","Un- reserved Available","Cross List Enrolled","Syllabus_Link"
202110,Guilford,10350,ART 106,001,4,Design of Objects,In-person course. Course fee: $65.,,"Tefft, Charles",HCOX 120,Twelve Week Course,MW,2:15pm - 5:00pm,16,16,0/0,0/0,0,,
202110,Guilford,10351,ART 204,001,4,Life Drawing,"Course fee: $45. Hybrid -- Due to precautions related to COVID-19, this will take place online, either synchronously or asynchronously. However, if restrictions lessen and participants consent, we may have some face-to-face meetings.",,"Thomas, William",HCOX 202,Twelve Week Course,MW,2:15pm - 5:15pm,11,15,0/0,0/0,4,15,
202110,Guilford,10352,ART 212,001,4,Paint. Basics:Abstraction/Mat.,"Course fee: $65. Hybrid -- Due to precautions related to COVID-19, this will take place online, either synchronously or asynchronously. . However, if restrictions lessen and participants consent, we may have some face-to-face meetings.",,"Williams, Antoine",HCOX 200,Twelve Week Course,TR,11:45am - 2:45pm,9,10,0/0,0/0,1,,
202110,Guilford,10342,ART 232,001,4,Welding for Sculpture,Course fee: $65. In-person course.,,"Healy, Patrick",HCOX 120,Twelve Week Course,TR,11:45am - 2:45pm,16,16,0/0,0/0,0,,
202110,Guilford,10731,ART 232,01,4,Welding for Sculpture,Course fee: $65. In-person course.,,"Healy, Patrick",HCOX 120,3 Week Session,MTWRF,2:00pm - 5:00pm,15,12,0/0,0/0,0,,
202110,Guilford,10345,ART 245,001,4,Digital Darkroom,Online asynchronous.,,"Woods, Stephanie", ,3 Week Session,TBA,TBA,20,18,0/0,0/0,0,,
202110,Guilford,10488,ART 250,001,4,Mixed Media: Printmaking,"Course fee $50.  Hybrid -- Due to precautions related to COVID-19, this course will alternate between in-person and online synchronous. In-person meetings will take place in smaller groups, health and safety permitted.",,"Collier, Kaitlyn",HCOX 201,Twelve Week Course,TR,8:30am - 11:30am,13,14,0/0,0/0,1,15,
202110,Guilford,10783,ART 250,002,4,Mixed Media,Online Synchronous.,,"Taj, Saba", ,3 Week Session,MTWRF,9:00am - 12:00pm,16,16,0/0,0/0,0,,
202110,Guilford,10353,ART 255,001,4,Ceramics:Wheel Throwing,Course fee: $80.  In-person course.,,"Tefft, Charles",HCOX 130,Twelve Week Course,MW,10:00am - 12:45pm,10,6,0/0,0/0,0,12,
202110,Guilford,10559,ART 271,001,4,Global Art History, Online synchronous.,,"Clark, Alexis", ,Twelve Week Course,TR,6:00pm - 8:00pm,17,25,0/0,0/0,8,,
202110,Guilford,10355,ART 302,001,4,"Identity, Race, Gender in Art",Prerequiste: any art or art history class. Online asynchronous.,,"Clark, Alexis", ,Twelve Week Course,TBA,TBA,15,25,0/0,0/0,10,,
202110,Guilford,10356,ART 305,001,4,Advanced Life Drawing,"Prerequiste: ART 204 Life Drawing. Course fee: $45. Hybrid -- Due to precautions related to COVID-19, this will take place online, either synchronously or asynchronously. However, if restrictions lessen and participants consent, we may have some face-to-face meetings.",,"Thomas, William",HCOX 202,Twelve Week Course,MW,2:15pm - 5:15pm,4,5,0/0,0/0,1,15,
202110,Guilford,10489,ART 344,001,4,Print: Explorations in Process,"Hybrid -- Due to precautions related to COVID-19, this course will alternate between in-person and online synchronous. In-person meetings will take place in smaller groups, health and safety permitted. Course fee: $75.",,"Collier, Kaitlyn",HCOX 201,Twelve Week Course,TR,8:30am - 11:30am,2,4,0/0,0/0,2,15,
202110,Guilford,10490,ART 350,001,4,Afrofuturism:Dreaming in Black,"Course fee $30. Hybrid -- Due to precautions related to COVID-19, this will take place online, either synchronously or asynchronously. However, if restrictions lessen and participants consent, we may have some face-to-face meetings.",,"Holland, Johnnie   Williams, Antoine",FOUN E GALLERY,3 Week Session,MTWRF,9:00am - 12:00pm,2,25,0/0,0/0,23,26,
202110,Guilford,10360,ART 351,001,4,Ceramics: Functional Pottery,Prerequiste: ART 255 or ART 256 or instructor permission. Course fee: $75.  In-person course.,,"Tefft, Charles",HCOX 130,Twelve Week Course,MW,10:00am - 12:45pm,2,3,0/0,0/0,1,12,
202110,Guilford,10359,ART 410,001,4,Advanced Drawing Projects,Course fee: $45. Online asynchronous.,,"Williams, Antoine", ,Twelve Week Course,TBA,TBA,6,4,0/0,0/0,0,,
202110,Guilford,10362,ART 422,001,4,Advanced Print Projects,"Course fee: $75. Hybrid -- Due to precautions related to COVID-19, this course will alternate between in-person and online synchronous. In-person meetings will take place in smaller groups, health and safety permitted.",,"Collier, Kaitlyn",HCOX 201,Twelve Week Course,TR,8:30am - 11:30am,0,4,0/0,0/0,4,15,
202110,Guilford,10346,ART 479,001,4,Exhibition & Development,"In-person course. Prerequisite: Accepted application for thesis program in the spring of student’s junior year. ART 480, a 3.25 G.P.A. in art courses and permission of department faculty.",,"Collier, Kaitlyn   Hammond, Theresa",HCOX 130,3 Week Session,MTWRF,9:00am - 12:00pm,9,9,0/0,0/0,0,,
202110,Guilford,10363,ART 481,001,4,Senior Thesis,"Prerequisite: Accepted application for thesis program in the spring of student’s junior year. ART 480, a 3.25 G.P.A. in art courses and permission of department faculty. In-person course.",,"Collier, Kaitlyn   Hammond, Theresa",HCOX 110,Twelve Week Course,WF,10:00am - 12:45pm,9,9,0/0,0/0,0,,
202110,Guilford,10448,BIOL 101,003,4,Expl. Biol:Infectious Diseases,Corequisite: Associated lab. Hybrid course.,,"East, David", ,Twelve Week Course,TBA,TBA,21,18,0/0,0/0,0,,
202110,Guilford,10449,BIOL 101,004,0,Lab,Face to face course.,,"East, David",FRNK L26   FRNK L26,Twelve Week Course,M   W,1:10pm - 2:30pm   11:45am - 1:05pm,20,18,0/0,0/0,0,,
202110,Guilford,10674,BIOL 101,005,0,Lab,Face to face course.,,"East, David",FRNK L26,Twelve Week Course,W,1:10pm - 2:30pm,1,18,0/0,0/0,17,,
202110,Guilford,10629,BIOL 150,001,4,Intro to Molecular Cell Biol,Corequisite: Associated lab. Online asynchronous.,,"Hildreth, David", ,Twelve Week Course,TBA,TBA,25,20,0/0,0/0,0,,
202110,Guilford,10630,BIOL 150,002,0,Lab,Online asynchronous.,,"Hildreth, David", ,Twelve Week Course,TBA,TBA,25,20,0/0,0/0,0,,
202110,Guilford,10364,BIOL 201,001,4,Intro Biol: Form and Function,Corequisite: Associated lab. Synchronous hybrid course with the bulk of lab time outdoors,,"Brendley, Bryan", ,3 Week Session,MTWRF,9:00am - 12:00pm,19,20,0/0,0/0,1,,
202110,Guilford,10365,BIOL 201,002,0,Lab,Synchronous hybrid course with the bulk of lab time outdoors,,"Brendley, Bryan", ,3 Week Session,MTWRF,2:00pm - 5:00pm,19,20,0/0,0/0,1,,
202110,Guilford,10318,BIOL 202,001,4,Intro Biol: Ecol and Evolution,Corequisite: Associated lab. Hybrid course.,,"Stracey Richard, Christine",FRNK L07,Twelve Week Course,MW,2:45pm - 4:45pm,21,20,0/0,0/0,0,,
202110,Guilford,10320,BIOL 202,002,0,Lab,Hybrid course.,,"Stracey Richard, Christine",FRNK L07,Twelve Week Course,R,11:45am - 2:45pm,21,20,0/0,0/0,0,,
202110,Guilford,10469,BIOL 203,001,4,Intro Biol:Molecules and Cells,Corequisite: Associated lab. Hybrid.  The lecture section will be mostly online synchronous with occasional in-person meetings.,,"Malotky, Michele",FRNK 124,Twelve Week Course,TR,1:00pm - 3:00pm,18,18,0/0,0/0,0,,
202110,Guilford,10470,BIOL 203,002,0,Lab,The lab will be in person.,,"Malotky, Michele",FRNK 124,Twelve Week Course,W,2:30pm - 5:30pm,18,18,0/0,0/0,0,,
202110,Guilford,10323,BIOL 215,001,4,General Botany,Online synchronous.,,"Keegan, Frank", ,Twelve Week Course,TR,7:00pm - 10:00pm,18,18,0/0,0/0,0,,
202110,Guilford,10324,BIOL 245,001,4,Introduction Forensic Science,Online synchronous.,,"Keegan, Frank", ,3 Week Session,MTWRF,2:00pm - 5:00pm,12,12,0/0,0/0,0,,
202110,Guilford,10444,BIOL 292,001,4,Sci Inq: Intro Rsrch Comm Hlth,"Prerequisite: Biol 111, 101 or 203.   Hybrid The course will mostly meet online, synchronous but will involve 10-15 hours of community service that can be either virtual or in- person.",,"Malotky, Michele",KING 123,Twelve Week Course,TR,5:30pm - 7:30pm,11,20,0/0,0/0,9,11,
202110,Guilford,10321,BIOL 336,001,4,Field Ornithology,Corequisite: Associated lab. Prerequiste: BIOL 201 and 202 or instructor permission. Face to face course.,,"Stracey Richard, Christine",FRNK 129,3 Week Session,MTWRF,2:00pm - 5:00pm,13,9,0/0,0/0,0,,
202110,Guilford,10322,BIOL 336,002,0,Lab,Face to face course.,,"Stracey Richard, Christine",FRNK 129,3 Week Session,MTWRF,9:00am - 12:00pm,13,9,0/0,0/0,0,,
202110,Guilford,10366,BIOL 342,001,4,Human Anatomy & Physiology II,Corequisite: Associated lab. Prerequiste: BIOL 203 and 341. Face to face course.,,"East, David",FRNK L26,Twelve Week Course,MWF,10:00am - 11:15am,15,18,0/0,0/0,3,,
202110,Guilford,10367,BIOL 342,002,0,Lab,Face to face course.,,"East, David",FRNK L26,Twelve Week Course,W,2:30pm - 5:30pm,15,18,0/0,0/0,3,,
202110,Guilford,10368,BIOL 342,003,4,Human Anatomy & Physiology II,Online asynchronous,,"East, David", ,Twelve Week Course,TBA,TBA,43,40,0/0,0/0,0,,
202110,Guilford,10600,BIOL 434,001,4,Biochemistry,Online synchronous. Corequisite: Associated lab. This class will involve significant literature research outside of class time and presentations.,,"Lee-Brown, Melanie", ,Twelve Week Course,TR,1:00pm - 3:00pm,11,10,0/0,0/0,0,14,
202110,Guilford,10601,BIOL 434,002,0,Lab,,,"Lee-Brown, Melanie", ,Twelve Week Course,T,8:30am - 11:30am,11,10,0/0,0/0,0,14,
202110,Guilford,10440,BIOL 450,001,4,CSI: Ballistic Science,Corequisite: Associated lab. Prerequisite:  BIOL245 or BIOL350. Asynchronous hybrid class. There will be NO meetings on campus. Any lab work will be done off-campus outdoors.,,"Brendley, Bryan", ,Twelve Week Course,TBA,TBA,17,20,0/0,0/0,3,,
202110,Guilford,10441,BIOL 450,002,0,Lab,Asynchronous hybrid class. There will be NO meetings on campus. Any lab work will be done off-campus outdoors.,,"Brendley, Bryan", ,Twelve Week Course,TBA,TBA,17,20,0/0,0/0,3,,
202110,Guilford,10044,BUS 120,001,4,Introduction to Business,"Hybrid if safety permits, otherwise synchronous online.",,"Samsell, Darryl",BAUM L024,3 Week Session,MTWRF,9:00am - 12:00pm,26,20,,10/4,0,,
202110,Guilford,10053,BUS 120,003,4,Introduction to Business,"Hybrid if safety permits, otherwise synchronous online.",,"Kane, Betty",KING 202,Twelve Week Course,TR,10:45am - 12:45pm,20,22,,9/12,0,,
202110,Guilford,10052,BUS 215,001,4,Business Law & Legal Environmt,Online synchronous.,,"Ledford, Jennifer", ,Twelve Week Course,TR,10:45am - 12:45pm,25,25,,6/6,0,,
202110,Guilford,10050,BUS 243,001,4,Management Information Systems,Online Synchronous.,,"Prestwood, Barbara", ,Twelve Week Course,MW,2:45pm - 4:45pm,21,24,,4/4,3,29,
202110,Guilford,10045,BUS 246,001,4,International Business,Online Synchronous.,,"Samsell, Darryl", ,Twelve Week Course,MW,10:00am - 12:00pm,24,25,,4/6,0,,
202110,Guilford,10048,BUS 249,001,4,Principles of Management,"Hybrid if safety permits, otherwise synchronous online.",,"Kane, Betty", ,Twelve Week Course,MW,2:45pm - 4:45pm,24,23,,7/6,0,,
202110,Guilford,10054,BUS 324,001,4,Marketing Management,Online Synchronous.,,"Bostock, Jonathan",KING 205,Twelve Week Course,TR,10:45am - 12:45pm,22,25,0/0,0/0,3,,
202110,Guilford,10042,BUS 332,001,4,Financial Management,"Prerequiste: ACCT 201; MATH 112; BUS 243, (ECON 221 or ECON  222) and to pass the business math refresher/ test. Hybrid if safety permits, otherwise synchronous online.",,"Samsell, Darryl",BAUM L024,Twelve Week Course,TR,6:00pm - 8:00pm,11,25,0/0,0/0,14,,
202110,Guilford,10040,BUS 347,001,4,Production & Operations Mgmt,"Prerequisites: ACCT 201, MATH 112, BUS 243, (ECON 221  or ECON 222) and to pass the business math refresher/test. Online Synchronous.",,"Bobko, Peter", ,Twelve Week Course,MW,6:00pm - 8:00pm,18,24,0/0,0/0,6,,
202110,Guilford,10043,BUS 449,001,4,Policy Formulation & Strategy,"Prerequistes: BUS 215, BUS 246, BUS 249, BUS 324, BUS 332 and BUS 347. Hybrid if safety permits, otherwise synchronous online.",,"Samsell, Darryl",BAUM L024,Twelve Week Course,TR,8:15pm - 10:15pm,19,25,0/0,0/0,6,,
202110,Guilford,10180,CHEM 112,001,4,Chemical Principles II, Prerequisite: CHEM 111 with a grade of C- or better. Corequisite: Associated lab. Online Synchronous.,,"Glenn, Anne   Millican, David", ,Twelve Week Course,MWF,8:30am - 9:45am,29,32,0/0,0/0,3,,
202110,Guilford,10181,CHEM 112,002,4,Chemical Principles II, Prerequisite: CHEM 111 with a grade of C- or better. Corequisite: Associated Lab. Online Synchronous.,,"Glenn, Anne   Webster, Gail", ,Twelve Week Course,MWF,10:00am - 11:15am,16,32,0/0,0/0,16,,
202110,Guilford,10182,CHEM 112,003,4,Chemical Principles II,Prerequisite: CHEM 111 with a grade of C- or better. Corequisite: Associated lab. Online Synchronous.,,"Glenn, Anne   Webster, Gail", ,Twelve Week Course,MWF,11:30am - 12:45pm,13,32,0/0,0/0,19,,
202110,Guilford,10183,CHEM 112,004,0,Lab,Hybrid course.,,"Glenn, Anne   Webster, Gail",FRNK 317,Twelve Week Course,T,8:30am - 11:30am,9,24,0/0,0/0,15,,
202110,Guilford,10184,CHEM 112,005,0,Lab,Hybrid course.,,"Glenn, Anne   Webster, Gail",FRNK 317,Twelve Week Course,W,2:30pm - 5:30pm,12,24,0/0,0/0,12,,
202110,Guilford,10185,CHEM 112,006,0,Lab,Hybrid course.,,"Glenn, Anne   Millican, David",FRNK 317,Twelve Week Course,R,8:30am - 11:30am,24,24,0/0,0/0,0,,
202110,Guilford,10186,CHEM 112,007,0,Lab,Hybrid course.,,"Glenn, Anne   Millican, David",FRNK 317,Twelve Week Course,F,2:30pm - 5:30pm,13,24,0/0,0/0,11,,
202110,Guilford,10187,CHEM 150,001,1,Undergrad. Research Experience,Instructors' permission. Course taught on campus.,,"Glenn, Anne",FRNK 303,Twelve Week Course,W,2:30pm - 5:30pm,6,0,0/0,0/0,0,,
202110,Guilford,10188,CHEM 231,001,4,Organic Chemistry I,Prerequisite: CHEM 112 with C- or better grade.  Corequisite: Associated lab. Online Synchronous.,,"Glenn, Anne", ,Twelve Week Course,TR,1:00pm - 3:00pm,18,30,0/0,0/0,12,,
202110,Guilford,10189,CHEM 231,002,0,Lab,Course taught on campus.,,"Glenn, Anne",FRNK 303,Twelve Week Course,M,2:30pm - 5:30pm,9,15,0/0,0/0,6,,
202110,Guilford,10190,CHEM 231,003,0,Lab,Course taught on campus.,,"Glenn, Anne",FRNK 303,Twelve Week Course,T,8:30am - 11:30am,9,15,0/0,0/0,6,,
202110,Guilford,10191,CHEM 239,001,1,Integrated Research Lab I,Prerequiste: CHEM 112 and MATH 220. Corequisite: Associated lab. Course taught on campus.,,"Glenn, Anne",FRNK 303,Twelve Week Course,W,2:30pm - 5:30pm,4,16,0/0,0/0,12,,
202110,Guilford,10194,CHEM 242,001,4,Intro to Inorganic Chemistry,Corequisite: Associated lab. Prerequisite: CHEM 231 with a C- or better grade. Hybrid course.,,"Whitnell, Robert",FRNK 329,Twelve Week Course,T,11:45am - 2:45pm,6,16,0/0,0/0,10,,
202110,Guilford,10195,CHEM 242,002,0,Lab,Course taught on campus.,,"Whitnell, Robert",FRNK 306,Twelve Week Course,R,11:45am - 2:45pm,6,16,0/0,0/0,10,,
202110,Guilford,10196,CHEM 339,001,1,Integrated Research Lab II,Prerequisite: CHEM 239 with C- or better grade. Course taught on campus.,,"Glenn, Anne   Whitnell, Robert",FRNK 303,Twelve Week Course,W,2:30pm - 5:30pm,3,16,0/0,0/0,13,,
202110,Guilford,10566,CHEM 341,001,4,Instrumental Analysis,Online synchronous.,,"Millican, David", ,Twelve Week Course,MWF,10:00am - 11:15am,4,16,0/0,0/0,12,,
202110,Guilford,10567,CHEM 341,002,0,Lab,Face to face course.,,"Millican, David",FRNK 306,Twelve Week Course,M,2:30pm - 5:30pm,4,16,0/0,0/0,12,,
202110,Guilford,10197,CHEM 400,001,2,Chemistry Seminar,Prerequiste: historical perspectives and any three chemistry courses that count for the chemistry major or minor. Online synchronous.,,"Glenn, Anne", ,Twelve Week Course,T,4:30pm - 5:30pm,10,16,0/0,0/0,6,,
202110,Guilford,10602,CHEM 434,001,4,Biochemistry,Online synchronous. Corequisite: Associated lab. This class will involve significant literature research outside of class time and presentations.,,"Lee-Brown, Melanie", ,Twelve Week Course,TR,1:00pm - 3:00pm,3,10,0/0,0/0,7,14,
202110,Guilford,10603,CHEM 434,002,0,Lab,,,"Lee-Brown, Melanie", ,Twelve Week Course,T,8:30am - 11:30am,3,10,0/0,0/0,7,14,
202110,Guilford,10198,CHEM 439,001,1,Integrated Research Lab III,Prerequisite: CHEM 339 with C- or better grade. Course taught on campus.,,"Glenn, Anne   Whitnell, Robert",FRNK 303,Twelve Week Course,W,2:30pm - 5:30pm,2,16,0/0,0/0,14,,
202110,Guilford,10072,CTIS 210,001,4,Intro to Computer Programming,Students may participate in class (when available) or online synchronous for any class session,,"Whitnell, Robert",BAUM L024,Twelve Week Course,TR,8:30am - 10:30am,24,24,,4/6,0,,
202110,Guilford,10073,CTIS 221,001,4,Fundamentals of Cyber Security,Online Synchronous.,,"Bou-Saba, Chafic", ,Twelve Week Course,MWF,10:00am - 11:15am,15,24,0/0,0/0,9,20,
202110,Guilford,10085,CTIS 230,001,4,Web Design and Development,Students may participate in class (when available) or online synchronous for any class session.,,"Whitnell, Robert",BAUM L024,3 Week Session,MTWRF,2:00pm - 5:00pm,25,20,0/0,0/0,0,,
202110,Guilford,10074,CTIS 243,001,4,Management Information Systems,Online synchronous.,,"Prestwood, Barbara", ,Twelve Week Course,MW,2:45pm - 4:45pm,8,24,0/0,0/0,16,29,
202110,Guilford,10077,CTIS 310,001,4,Advanced Computer Programming,Prerequiste: CTIS 210. Online Synchronous.,,"Bou-Saba, Chafic", ,Twelve Week Course,MW,10:00am - 12:00pm,22,24,0/0,0/0,2,,
202110,Guilford,10081,CTIS 345,001,4,Systems Analysis and Design,Prerequiste: CTIS 210 and CTIS 243. Hybrid course. Students may participate in class (when available) or online synchronous for any class session.,,"Whitnell, Robert",BAUM 202,Twelve Week Course,MWF,4:00pm - 5:15pm,16,24,0/0,0/0,8,,
202110,Guilford,10493,CTIS 350,001,4,Digital Privacy and the Law,This course will combine online synchronous classes with asynchronous assignments and some optional in-person group work.,,"Costolo, Michael", ,Twelve Week Course,M,6:00pm - 9:00pm,6,7,0/0,0/0,1,20,
202110,Guilford,10082,CTIS 371,001,4,Computer Forensics,Prerequiste: CTIS/JPS 221. Course taught on campus.,,"Bou-Saba, Chafic",BAUM L024,Twelve Week Course,MWF,2:30pm - 3:45pm,2,24,0/0,0/0,22,,
202110,Guilford,10083,CTIS 440,001,4,CTIS Capstone,"Prerequiste: CTIS 321, CTIS 342 and one of the following: CTIS 310, CTIS 322, CTIS 345 or CTIS 334 or instructor permission. Online Synchronous.",,"Bou-Saba, Chafic", ,Twelve Week Course,TR,10:45am - 12:45pm,13,16,0/0,0/0,3,,
202110,Guilford,10467,CTIS 471,001,4,Adv Cyber and Network Security,Online Synchronous.,,"Bou-Saba, Chafic", ,Twelve Week Course,TR,1:00pm - 3:00pm,7,16,0/0,0/0,9,,
202110,Guilford,10031,ECON 221,001,4,Macro:US in World Econ,Online Synchronous.,,"Williams, Robert", ,Twelve Week Course,MWF,10:00am - 11:15am,12,28,0/0,0/0,16,,
202110,Guilford,10032,ECON 221,002,4,Macro:US in World Econ,Online Synchronous.,,"Williams, Robert", ,Twelve Week Course,TR,1:00pm - 3:00pm,24,28,0/0,0/0,4,,
202110,Guilford,10033,ECON 222,001,4,Micro:Public Policy,In-person as circumstances allow.,,"Rashwan, Mamdouh",KING 202,Twelve Week Course,TR,8:30am - 10:30am,18,28,0/0,0/0,10,,
202110,Guilford,10034,ECON 222,002,4,Micro:Public Policy,"Hybrid course, with a mix of asynchronous online and in-person instruction.",,"Shelkova, Natalya",FOUN W. GALLERY,Twelve Week Course,MW,10:00am - 12:00pm,6,28,0/0,0/0,22,,
202110,Guilford,10479,ECON 222,003,4,Micro:Public Policy,Online synchronous.,,"Shelkova, Natalya", ,3 Week Session,MTWRF,9:00am - 12:00pm,26,28,0/0,0/0,2,,
202110,Guilford,10035,ECON 336,001,4,Economic & Social Development,"Prerequiste: ECON 221, ECON 222 or instructor permission. Online synchronous.",,"Williams, Robert", ,Twelve Week Course,MW,10:00am - 12:00pm,20,18,0/0,0/0,0,,
202110,Guilford,10480,ECON 422,01,4,Inter. Micro. Econ. Theory,"Prerequiste: Econ222, preparation in calculus recommended Course taught on campus.",,"Shelkova, Natalya",KING 201,Twelve Week Course,TR,10:45am - 12:45pm,7,12,0/0,0/0,5,,
202110,Guilford,10133,EDUC 202,001,4,Education Psy in Classrooms,Prerequiste: PSY 224 or may be taken concurrently with PSY 224. Online asynchronous.,,"Hildreth, David", ,Twelve Week Course,T,7:00pm - 10:00pm,37,35,0/0,0/0,0,,
202110,Guilford,10131,EDUC 203,001,4,Contemporary/Historical Issues,"Prerequiste: historical perspectives. Hybrid/synchronous. Online option will be available for students who need it. More than likely we will be meeting online for the semester, but if circumstances change, , we will do some face to face work.",,"Pennell, Anna",BAUM 205,Twelve Week Course,MW,6:00pm - 8:00pm,19,18,0/0,0/0,0,,
202110,Guilford,10558,EDUC 250,001,4,Math for Elementary Educators,Synchronous and Asynchronous.,,"Burke, Julie   Hoyme, Kelly", ,Twelve Week Course,R,4:30pm - 7:30pm,19,20,0/0,0/0,1,,
202110,Guilford,10607,EDUC 300,001,4,Tch. Learners w/ Special Needs,Students must have transportation and pass the County Schools' Volunteer registration. Hybrid.,,"Hildreth, David",BAUM 202,3 Week Session,MTWRF,9:00am - 12:00pm,8,12,0/0,0/0,4,,
202110,Guilford,10618,EDUC 302,001,4,Fld Study Cross Cult Ed,"Hybrid/synchronous.  Online option will be available for students who need it. More than likely we will be meeting online for the semester, but if circumstances change we will do some face to face work.",,"Pennell, Anna", ,Twelve Week Course,TBA,TBA,8,24,0/0,0/0,16,,
202110,Guilford,10134,EDUC 307,001,4,Literacies Across Curriculum,"Corequisites: EDUC 308, 309, and clinical internship. Online synchronous.",,"Burke, Julie", ,Twelve Week Course,TR,4:30pm - 5:30pm,10,15,0/0,0/0,5,,
202110,Guilford,10136,EDUC 308,001,4,Internship in Leadership,"Corequisites: EDUC 307, 308, and clinical internship. Online Synchronous.",,"Burke, Julie", ,Twelve Week Course,TR,6:00pm - 8:00pm,10,15,0/0,0/0,5,,
202110,Guilford,10135,EDUC 309,001,4,Planning for Teaching/Learning,"Corequisites: EDUC 307, 308, and clinical internship. Online Synchronous.",,"Burke, Julie", ,Twelve Week Course,TR,8:15pm - 10:15pm,10,15,0/0,0/0,5,,
202110,Guilford,10137,EDUC 312,001,4,Sem-Prcs Secondary & K-12 Tch,Corequisite: EDUC 313 or instructor permission. Hybrid course.,,"Hildreth, David",BAUM 210C,Twelve Week Course,M,8:15am - 11:15am,1,15,0/0,0/0,14,,
202110,Guilford,10138,EDUC 313,001,4,Processes Second Educ-Theory,Corequisite: EDUC 313 or instructor permission. Prerequiste: Admission to the program. 40 hours of fieldwork in a clinical internship required. Course taught on campus.,,"Hildreth, David", ,Twelve Week Course,TBA,TBA,1,15,0/0,0/0,14,,
202110,Guilford,10605,EDUC 410,001,4,Elementary Student Teach Sem,Online asynchronous.,,"Burke, Julie", ,Twelve Week Course,TBA,TBA,1,0,0/0,0/0,0,,
202110,Guilford,10604,EDUC 440,001,8,Student Teaching,Online asynchronous.,,"Burke, Julie", ,Twelve Week Course,MTWRF,7:15am - 3:00pm,1,0,0/0,0/0,0,,
202110,Guilford,10139,EDUC 450,01,4,Research Seminar in Education,"Hybrid/synchronous. Online option will be available for  students who need it. More than likely we will be meeting online for the semester, but if circumstances change, we will do some face to face work.",,"Pennell, Anna",BINF ORANGERIE,3 Week Session,MTWRF,9:00am - 12:00pm,4,16,0/0,0/0,12,,
202110,Guilford,10413,ENGL 101,001,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Online synchronous course.,,"Spellman, Rod", ,Twelve Week Course,MWF,8:30am - 9:45am,20,18,0/0,0/0,0,,
