"Term","Campus","CRN","Course","Section","Cr Hrs","Course Title","Course Additional Information","Instructional Method","Instructor","Room","Session","Days","Time","Actual Enrolled","Max Enrolled","CCE Reserved","FYS Reserved","Un- reserved Available","Cross List Enrolled","Syllabus_Link"
202030,Guilford,30299,BIOL 215,001,4,General Botany,,,"Keegan, Frank", ,Twelve Week Course,TR,7:00pm - 10:00pm,18,18,0/0,0/0,0,,
202030,Guilford,30280,BIOL 245,001,4,Introduction Forensic Science,,,"Keegan, Frank", ,3 Week Session,MTWRF,2:00pm - 5:00pm,14,12,0/0,0/0,0,,
202030,Guilford,30283,BIOL 291,001,4,Intro Into Scientific Inquiry," Prerequiste: BIOL 202, BIOL 203, or instructor permission, and Historical Perspectives. Corequisite: Associated lab.",,"Lee-Brown, Melanie",FRNK 109,Twelve Week Course,TR,8:30am - 10:30am,15,12,0/0,0/0,0,,
202030,Guilford,30284,BIOL 291,002,0,Lab,,,"Lee-Brown, Melanie",FRNK 110,Twelve Week Course,W,8:15am - 11:15am,15,12,0/0,0/0,0,,
202030,Guilford,30285,BIOL 313,001,4,Molecular Cell Biology,Prerequiste: BIOL 203 and CHEM 112 or BIOL 246 or instructor permission.,,"Brendley, Bryan",FRNK 121,Twelve Week Course,MW,7:00pm - 10:00pm,17,20,0/0,0/0,3,,
202030,Guilford,30291,BIOL 315,001,4,Microbiology,"Corequisite: Associated lab. Prerequisite: CHEM 112, BIOL 202 and BIOL 203.",,"Lee-Brown, Melanie",FRNK 110,Twelve Week Course,TR,10:45am - 12:45pm,13,12,0/0,0/0,0,,
202030,Guilford,30292,BIOL 315,002,0,Lab,,,"Lee-Brown, Melanie",FRNK 110,Twelve Week Course,M,8:15am - 11:15am,13,12,0/0,0/0,0,,
202030,Guilford,30286,BIOL 341,001,4,Human Anatomy and Physiology I,Prerequiste: Biol 203. Corequisite: Associated lab.,,"East, David",FRNK L26,Twelve Week Course,MWF,10:00am - 11:15am,20,20,0/0,0/0,0,,
202030,Guilford,30287,BIOL 341,002,0,Lab,,,"East, David",FRNK L26,Twelve Week Course,W,2:30pm - 5:30pm,20,20,0/0,0/0,0,,
202030,Guilford,30288,BIOL 341,003,4,Human Anatomy and Physiology I,,,"East, David",FRNK L26,Twelve Week Course,MW,6:00pm - 8:00pm,20,20,0/0,0/0,0,,
202030,Guilford,30784,BIOL 490,001,1,Honors Thesis,,,"Lee-Brown, Melanie   Malotky, Michele", ,Twelve Week Course,TBA,TBA,1,5,0/0,0/0,4,,
202030,Guilford,30007,BUS 120,001,4,Introduction to Business,Synchronous and asynchronous,,"Hill, Stephen", ,3 Week Session,MTWRF,2:00pm - 5:00pm,25,24,0/0,0/0,0,,
202030,Guilford,30013,BUS 120,002,4,Introduction to Business,Synchronous and asynchronous,,"Dutch, Michael", ,Twelve Week Course,MWF,11:30am - 12:45pm,26,24,,18/1,0,,
202030,Guilford,30524,BUS 215,002,4,Business Law & Legal Environmt,"Online synchronous weekly, combined with asynchronous sessions.",,"Ledford, Jennifer", ,Twelve Week Course,TR,6:00pm - 8:00pm,24,24,0/0,0/0,0,,
202030,Guilford,30572,BUS 221,001,4,Management in the Movies,Online synchronous with optional classroom attendance by appointment.,,"Dutch, Michael",FOUN E GALLERY,3 Week Session,MTWRF,9:00am - 12:00pm,24,20,0/0,0/0,0,,
202030,Guilford,30525,BUS 243,002,4,Management Information Systems,Synchronous and asynchronous.,,"Prestwood, Barbara", ,Twelve Week Course,MW,2:45pm - 4:45pm,12,12,,3/1,0,25,
202030,Guilford,30001,BUS 246,001,4,International Business,Synchronous and asynchronous.,,"Prestwood, Barbara", ,Twelve Week Course,MW,6:00pm - 8:00pm,23,24,0/0,0/0,1,,
202030,Guilford,30016,BUS 249,001,4,Principles of Management,"Online synchronous weekly, combined with asynchronous sessions.",,"Dutch, Michael", ,Twelve Week Course,MW,2:45pm - 4:45pm,25,24,,8/1,0,,
202030,Guilford,30009,BUS 281,001,4,Personal Finance,Synchronous and asynchronous,,"Bobko, Peter", ,3 Week Session,MTWRF,9:00am - 12:00pm,21,24,0/0,0/0,3,,
202030,Guilford,30003,BUS 324,001,4,Marketing Management,"Online synchronous weekly, combined with asynchronous sessions.",,"Carter, Ellen", ,Twelve Week Course,TR,6:00pm - 8:00pm,16,24,0/0,0/0,8,,
202030,Guilford,30002,BUS 332,001,4,Financial Management,"Prerequistes:ACCT 201; MATH 112; BUS 243, (ECON 221 or ECON) and to pass the business math. Online synchronous weekly, combined with asynchronous sessions.",,"Samsell, Darryl",BAUM 201,Twelve Week Course,MW,6:00pm - 8:00pm,13,24,0/0,0/0,11,,
202030,Guilford,30014,BUS 332,002,4,Financial Management,"Prerequistes:ACCT 201; MATH 112; BUS 243, (ECON 221 or ECON) and to pass the business math. Synchronous and asynchronous.",,"Samsell, Darryl",BAUM 201,Twelve Week Course,MWF,11:30am - 12:45pm,23,24,0/0,0/0,1,,
202030,Guilford,30590,BUS 333,001,4,Money and Capital Markets,This class will function as both an in-person and asynchronous online class. Students will attend class in person each week and work on asynchronous assignments.,,"Rashwan, Mamdouh",KING 202,Twelve Week Course,TR,6:00pm - 8:00pm,3,20,0/0,0/0,17,10,
202030,Guilford,30004,BUS 347,001,4,Production & Operations Mgmt,"Prerequistes: ACCT 201; MATH 112, BUS 243, (ECON 221  or ECON 322). Synchronous and asynchronous.",,"Bobko, Peter", ,Twelve Week Course,TR,6:00pm - 8:00pm,16,24,0/0,0/0,8,,
202030,Guilford,30578,BUS 402,001,4,Business Ethics,"Hybrid course. Class will be a blend of in-person (as circumstances permit), synchronous and asynchronous online sessions.",,"Kane, Betty",FRNK 101,Twelve Week Course,TR,6:00pm - 8:00pm,0,0,0/0,0/0,0,16,
202030,Guilford,30579,BUS 402,002,4,Business Ethics,"Hybrid course.  Class will be a blend of in-person (as circumstances permit), synchronous and asynchronous online sessions.",,"Kane, Betty",FRNK 101,Twelve Week Course,TR,1:00pm - 3:00pm,0,1,0/0,0/0,1,21,
202030,Guilford,30006,BUS 449,001,4,Policy Formulation & Strategy,"Prerequiste: BUS 215, BUS 246, BUS 249, BUS 324, BUS 332 and BUS 347. Synchronous and asynchronous.",,"Samsell, Darryl",BAUM 201,Twelve Week Course,MW,8:15pm - 10:15pm,8,24,0/0,0/0,16,,
202030,Guilford,30145,CHEM 111,001,4,Chemical Principles I,Prerequisite: Mathematics background at the level of college algebra.  Corequisite: Associated lab.,,"Millican, David", ,Twelve Week Course,MWF,8:30am - 9:45am,32,25,,16/1,0,,
202030,Guilford,30146,CHEM 111,002,4,Chemical Principles I,Prerequisite: Mathematics background at the level of college algebra.  Corequisite: Associated lab.,,"Webster, Gail", ,Twelve Week Course,MWF,10:00am - 11:15am,29,25,,6/1,0,,
202030,Guilford,30147,CHEM 111,003,4,Chemical Principles I,Prerequisite: Mathematics background at the level of college algebra. Corequisite: Associated lab.,,"Millican, David", ,Twelve Week Course,MWF,11:30am - 12:45pm,28,25,,2/1,0,,
202030,Guilford,30148,CHEM 111,004,4,Chemical Principles I,Prerequisite: Mathematics background at the level of college algebra. Corequisite: Associated lab (T or R).,,"Webster, Gail", ,Twelve Week Course,MWF,2:30pm - 3:45pm,22,22,,6/2,0,,
202030,Guilford,30149,CHEM 111,005,0,Lab,,,"Glenn, Anne", ,Twelve Week Course,M,2:30pm - 5:30pm,20,20,,4/1,0,,
202030,Guilford,30150,CHEM 111,006,0,Lab,,,"Webster, Gail",FRNK 317,Twelve Week Course,T,8:30am - 11:30am,21,20,,3/1,0,,
202030,Guilford,30151,CHEM 111,007,0,Lab,,,"Millican, David",FRNK 317,Twelve Week Course,W,2:30pm - 5:30pm,23,20,,11/1,0,,
202030,Guilford,30152,CHEM 111,008,0,Lab,,,"Webster, Gail",FRNK 317,Twelve Week Course,R,8:30am - 11:30am,23,20,,3/1,0,,
202030,Guilford,30153,CHEM 111,009,0,Lab,,,"Millican, David",FRNK 317,Twelve Week Course,F,2:30pm - 5:30pm,24,20,,8/1,0,,
202030,Guilford,30159,CHEM 231,001,4,Organic Chemistry I,Prerequisite: CHEM 112 with C- or better grade. Corequisite: CHEM 231 lab.,,"Glenn, Anne", ,3 Week Session,MTWRF,9:00am - 12:00pm,15,12,0/0,0/0,0,,
202030,Guilford,30160,CHEM 231,002,0,Lab,,,"Glenn, Anne",FRNK 303,3 Week Session,MTWRF,2:00pm - 5:00pm,15,12,0/0,0/0,0,,
202030,Guilford,30154,CHEM 232,001,4,Organic Chemistry II,Prerequisite: CHEM 231 with a C- or better grade. Corequisite: Associated lab.,,"Glenn, Anne", ,Twelve Week Course,TR,1:00pm - 3:00pm,18,32,0/0,0/0,14,,
202030,Guilford,30155,CHEM 232,002,0,Lab,,,"Glenn, Anne",FRNK 303,Twelve Week Course,W,2:30pm - 5:30pm,7,10,0/0,0/0,3,,
202030,Guilford,30156,CHEM 232,003,0,Lab,,,"Glenn, Anne",FRNK 303,Twelve Week Course,R,8:30am - 11:30am,11,10,0/0,0/0,0,,
202030,Guilford,30157,CHEM 241,001,2,Quantitative Analysis,Prerequisites: CHEM 112 and MATH 220 Calculus 1,,"Millican, David", ,Twelve Week Course,MW,2:30pm - 3:45pm,5,16,,0/1,10,,
202030,Guilford,30776,CHEM 250,001,3,Organic Chemistry II,,,"Glenn, Anne", ,Twelve Week Course,TR,1:00pm - 3:00pm,1,1,0/0,0/0,0,,
202030,Guilford,30102,CTIS 210,001,4,Intro to Computer Programming,"Prerequisite: Background in using computers at the level of an introduction to computers course or equivalent experience, and mathematics background level of college algebra. The course can be online synchronous, online aynchornous, or in the classroom at the scheduled time. Can move between different modes during the course.",,"Whitnell, Robert",BAUM L024,Twelve Week Course,TR,1:00pm - 3:00pm,27,24,,2/1,0,,
202030,Guilford,30103,CTIS 221,001,4,Fundamentals of Cyber Security,This class will be a blend of synchronous and asynchronous online.,,"Lawall, Daniel", ,Twelve Week Course,MWF,8:30am - 9:45am,21,24,0/0,0/0,3,24,
202030,Guilford,30104,CTIS 243,001,4,Management Information Systems,Synchronous and asynchronous.,,"Prestwood, Barbara", ,Twelve Week Course,MW,2:45pm - 4:45pm,13,11,,3/1,0,25,
202030,Guilford,30106,CTIS 320,001,2,Seminar in Cyber Security,Prerequiste: CTIS/JPS 221.,,"Pizio, William",KING 205,Twelve Week Course,T,1:00pm - 3:00pm,10,20,0/0,0/0,10,,
202030,Guilford,30305,CTIS 321,001,4,Operating Systems,Prerequiste: CTIS 210 or CTIS 221.,,"Bou-Saba, Chafic",BAUM L024,3 Week Session,MTWRF,9:00am - 12:00pm,21,22,0/0,0/0,1,,
202030,Guilford,30107,CTIS 322,001,4,Networking Computers,Prerequiste: CTIS 210 or BUS 243 or CTIS 243.,,"Bou-Saba, Chafic",BAUM L024,Twelve Week Course,TR,10:45am - 12:45pm,22,22,0/0,0/0,0,,
202030,Guilford,30108,CTIS 342,001,4,Database Systems,Prerequiste: CTIS 210 and BUS 243 or CTIS 243.,,"Bou-Saba, Chafic",BAUM 201,Twelve Week Course,TR,1:00pm - 3:00pm,13,12,0/0,0/0,0,,
202030,Guilford,30109,CTIS 370,001,4,Cyber and Network Security,Prerequiste: CTIS/JPS 221.,,"Bou-Saba, Chafic",DUKE 303,Twelve Week Course,MWF,10:00am - 11:15am,11,12,0/0,0/0,1,,
202030,Guilford,30021,ECON 221,001,4,Macro:US in World Econ,"We will use mostly synchronous online class sessions. We may use some in-person, small tutorials as safe circumstances permit.",,"Williams, Robert",KING 202,Twelve Week Course,MWF,8:30am - 9:45am,21,28,0/0,0/0,7,,
202030,Guilford,30022,ECON 221,002,4,Macro:US in World Econ,"We will use mostly synchronous online class sessions. We may use some in-person, small tutorials as safe circumstances permit.",,"Williams, Robert",KING 202,Twelve Week Course,MWF,10:00am - 11:15am,26,28,0/0,0/0,2,,
202030,Guilford,30023,ECON 222,001,4,Micro:Public Policy,This class will function as both an in-person and online asynchronous course. Students will meet once a week in person and work with the class TA and instructor on asynchronous assignments.,,"Shelkova, Natalya",KING 222,Twelve Week Course,TR,10:45am - 12:45pm,25,27,0/0,0/0,2,,
202030,Guilford,30024,ECON 222,002,4,Micro:Public Policy,This class will function as both an in-person and asynchronous online course. Students will regularly meet in person as safe circumstances permit. Students will work on assignments in asynchronous fashion.,,"Rashwan, Mamdouh",KING 202,Twelve Week Course,MW,6:00pm - 8:00pm,25,28,0/0,0/0,3,,
202030,Guilford,30028,ECON 222,003,4,Micro:Public Policy,This class will meet as a synchronous online class.,,"Shelkova, Natalya", ,3 Week Session,MTWRF,9:00am - 12:00pm,24,24,0/0,0/0,0,,
202030,Guilford,30571,ECON 312,001,4,Econometrics,"Prerequiste: Econ 311. We will use mostly synchronous online class sessions. We may use some in-person, small tutorials as safe circumstances permit.",,"Williams, Robert",KING 203,3 Week Session,MTWRF,9:00am - 12:00pm,17,20,0/0,0/0,3,,
202030,Guilford,30026,ECON 333,001,4,Money and Capital Markets,Prerequiste: ECON 221 This class will function as both an in-person and asynchronous online class. Students will attend class in person each week and work on asynchronous assignments.,,"Rashwan, Mamdouh",KING 202,Twelve Week Course,TR,6:00pm - 8:00pm,7,20,0/0,0/0,13,10,
202030,Guilford,30589,ECON 348,001,4,Health Economics,Prerequiste: ECON 222. This class will meet in person as safe circumstances permit.,,"Shelkova, Natalya",KING 222,Twelve Week Course,MW,10:00am - 12:00pm,9,18,0/0,0/0,9,,
202030,Guilford,30170,EDUC 201,001,4,Phlsphcl/Ethcl Refletion in Ed,,,"Burke, Julie", ,Twelve Week Course,TR,6:00pm - 8:00pm,29,30,0/0,0/0,1,,
202030,Guilford,30171,EDUC 203,001,4,Contemporary/Historical Issues,Prerequisite: historical perspectives.,,"Pennell, Anna",BAUM 203,Twelve Week Course,MW,2:45pm - 4:45pm,19,28,0/0,0/0,9,,
202030,Guilford,30544,EDUC 250,001,4,High Impact Tutoring,$25 course fee.,,"Pennell, Anna",BINF ORANGERIE,3 Week Session,MTWRF,2:00pm - 5:00pm,14,15,0/0,0/0,1,,
202030,Guilford,30172,EDUC 302,001,4,Fld Study Cross Cult Ed,Prerequiste: EDUC 203 and Historical Perspectives.,,"Pennell, Anna",BINF ORANGERIE,Twelve Week Course,MW,6:00pm - 8:00pm,21,28,0/0,0/0,7,,
202030,Guilford,30173,EDUC 306,001,4,Processes Teach Elem Sch Sci,"Prerequiste: successful completion (a grade of C or better)  in EDUC 201, EDUC 202 and EDUC 203; completion of natural  science and math requirement or an equivalent lab science. Hybrid:  In person and also online; this class will be a blend of in person, as appropriate, and also synchronous and asynchronous online.  Specifics will be provided on Canvas.",,"Hildreth, David",BAUM 202,Twelve Week Course,T,11:45am - 2:45pm,9,10,0/0,0/0,1,,
202030,Guilford,30177,EDUC 410,001,4,Elementary Student Teach Sem,Prerequiste: Admission to the Teacher Licensure Program(S),,"Burke, Julie",BAUM 210C,Twelve Week Course,MWF,4:00pm - 5:15pm,2,28,0/0,0/0,26,,
202030,Guilford,30178,EDUC 420,001,4,Secondary Student Teach Sem,Prerequiste: Admission to the Teacher Licensure Program(S). This class will be a blend of synchronous and asynchronous online.,,"Hildreth, David", ,Twelve Week Course,TR,4:30pm - 5:30pm,4,28,0/0,0/0,24,,
202030,Guilford,30175,EDUC 440,001,8,Student Teaching,The class will meet off campus. Course fee $120.00,,"Burke, Julie", ,Twelve Week Course,TBA,TBA,2,15,0/0,0/0,13,,
202030,Guilford,30176,EDUC 440,002,8,Student Teaching,"Course fee $120.00. This is student teaching; the mode of student teaching will be dependent on GCS Policy, in conjunction with communication with the CT.",,"Hildreth, David", ,Twelve Week Course,TBA,TBA,4,15,0/0,0/0,11,,
202030,Guilford,30541,EDUC 450,001,4,Immersion in Student Teaching,The class will meet off campus.,,"Burke, Julie",BAUM 202,3 Week Session,MTWR,7:15am - 2:30pm,2,20,0/0,0/0,18,,
202030,Guilford,30542,EDUC 450,002,4,Immersion in Student Teaching,This class will be a blend of synchronous and asynchronous online.,,"Hildreth, David", ,3 Week Session,MTWR,7:15am - 2:30pm,4,20,0/0,0/0,16,,
202030,Guilford,30848,EDUC 470,001,2,Dismantling Patriarchal Values,,,"Burke, Julie   Hildreth, David", ,Twelve Week Course,TBA,TBA,1,25,0/0,0/0,24,,
202030,Guilford,30491,ENGL 101,001,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Online synchronous with some asynchronous.	,,"Porter, Christopher", ,Twelve Week Course,MWF,8:30am - 9:45am,18,18,0/0,0/0,0,,
202030,Guilford,30492,ENGL 101,002,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Hybrid: Online synchronous Mon and Wed; the Fri class session every week will be asynchronous work. Required individual and group face-to-face conferences throughout the semester.,,"Armstrong, Matthew",DUKE 203,Twelve Week Course,MWF,8:30am - 9:45am,17,18,0/0,0/0,1,,
202030,Guilford,30493,ENGL 101,003,4,Writing Seminar,"Minimum grade to move on to ENGL 102: C- Hybrid, with face-to-face and online components.",,"Manthey, Katie",BAUM 205,Twelve Week Course,MWF,8:30am - 9:45am,18,18,0/0,0/0,0,,
202030,Guilford,30494,ENGL 101,004,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Online synchronous with some asynchronous	,,"Hough, David", ,Twelve Week Course,MWF,8:30am - 9:45am,18,18,0/0,0/0,0,,
202030,Guilford,30495,ENGL 101,005,4,Writing Seminar,Minimum grade to move on to ENGL 102: C-,,"Beckitt, Alyssa", ,Twelve Week Course,MWF,8:30am - 9:45am,19,18,0/0,0/0,0,,
202030,Guilford,30496,ENGL 101,006,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Hybrid: Online synchronous Mon and Wed; the Fri class session every week will be asynchronous work. Required individual and group face-to-face conferences throughout the semester.,,"Armstrong, Matthew",DUKE 213,Twelve Week Course,MWF,10:00am - 11:15am,19,18,0/0,0/0,0,,
202030,Guilford,30497,ENGL 101,007,4,Writing Seminar,"Minimum grade to move on to ENGL 102: C- Hybrid, with face-to-face and online components.	",,"McPeters, Cynthia",BAUM 205,Twelve Week Course,MWF,10:00am - 11:15am,18,18,0/0,0/0,0,,
202030,Guilford,30498,ENGL 101,008,4,Writing Seminar,Minimum grade to move on to ENGL 102: C-,,"DeWitt, Anna", ,Twelve Week Course,MWF,10:00am - 11:15am,19,18,0/0,0/0,0,,
202030,Guilford,30499,ENGL 101,009,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Online synchronous with some asynchronous.	,,"Porter, Christopher", ,Twelve Week Course,MWF,11:30am - 12:45pm,20,18,0/0,0/0,0,,
202030,Guilford,30500,ENGL 101,010,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Hybrid: Online synchronous Mon and Wed; the Fri class session every week will be asynchronous work. Required  individual and group face-to-face conferences throughout the semester.,,"Budhecha, Parag",DUKE 204,Twelve Week Course,MWF,11:30am - 12:45pm,19,18,0/0,0/0,0,,
202030,Guilford,30501,ENGL 101,011,4,Writing Seminar,Minimum grade to move on to ENGL 102: C-,,"DeWitt, Anna", ,Twelve Week Course,MWF,11:30am - 12:45pm,18,18,0/0,0/0,0,,
202030,Guilford,30502,ENGL 101,012,4,Writing Seminar,Minimum grade to move on to ENGL 102: C-,,"Hough, David",DUKE 201,Twelve Week Course,MWF,10:00am - 11:15am,15,18,0/0,0/0,3,,
202030,Guilford,30503,ENGL 101,013,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Online synchronous with some asynchronous as well.,,"Cooke, Jason", ,Twelve Week Course,MWF,2:30pm - 3:45pm,19,18,0/0,0/0,0,,
202030,Guilford,30504,ENGL 101,014,4,Writing Seminar,"Minimum grade to move on to ENGL 102: C- Online synchronous with mostly asynchronous,	",,"Wolf Berkley, Selena", ,Twelve Week Course,MWF,2:30pm - 3:45pm,20,18,0/0,0/0,0,,
202030,Guilford,30505,ENGL 101,015,4,Writing Seminar,Minimum grade to move on to ENGL 102: C-,,"Manthey, Katie", ,Twelve Week Course,MWF,11:30am - 12:45pm,18,18,0/0,0/0,0,,
202030,Guilford,30506,ENGL 101,016,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Online synchronous with some asynchronous as well.	,,"Cooke, Jason", ,Twelve Week Course,MWF,4:00pm - 5:15pm,14,18,0/0,0/0,4,,
202030,Guilford,30507,ENGL 102,001,4,College Reading and Writing,,,"Spellman, Rod", ,Twelve Week Course,MWF,8:30am - 9:45am,18,18,0/0,0/0,0,,
202030,Guilford,30508,ENGL 102,002,4,College Reading and Writing,,,"Smith, Virginia", ,Twelve Week Course,TBA,TBA,17,18,0/0,0/0,1,,
202030,Guilford,30509,ENGL 102,003,4,College Reading and Writing,,,"Spellman, Rod", ,Twelve Week Course,MWF,10:00am - 11:15am,16,18,0/0,0/0,2,,
202030,Guilford,30511,ENGL 102,004,4,College Reading and Writing,,,"Boyd, Frank",FRNK 220,Twelve Week Course,MWF,11:30am - 12:45pm,16,18,0/0,0/0,2,,
202030,Guilford,30513,ENGL 102,007,4,College Reading and Writing,,,"Scudder, Shana", ,Twelve Week Course,MWF,2:30pm - 3:45pm,18,18,0/0,0/0,0,,
202030,Guilford,30510,ENGL 102,010,4,College Reading and Writing,,,"Smith, Virginia", ,Twelve Week Course,TBA,TBA,16,18,0/0,0/0,2,,
