"Term","Campus","CRN","Course","Section","Cr Hrs","Course Title","Course Additional Information","Instructional Method","Instructor","Room","Session","Days","Time","Actual Enrolled","Max Enrolled","CCE Reserved","FYS Reserved","Un- reserved Available","Cross List Enrolled","Syllabus_Link"
202130,Guilford,30296,BIOL 203,004,0,Lab,,,"Malotky, Michele",FRNK 110,Twelve Week Course,W,2:30pm - 5:30pm,17,18,,3/1,1,,
202130,Guilford,30280,BIOL 245,001,4,Introduction Forensic Science,Corequisite: Associated lab.,,"Brendley, Bryan", ,Twelve Week Course,MWF,11:30am - 12:45pm,16,15,,1/1,0,,
202130,Guilford,30963,BIOL 245,002,0,Lab,,,"Brendley, Bryan", ,Twelve Week Course,W,2:30pm - 5:30pm,16,12,0/0,0/0,0,,
202130,Guilford,30943,BIOL 250,001,4,Cold Case Assessment,,,"Brendley, Bryan", ,Twelve Week Course,MW,7:00pm - 10:00pm,10,12,0/0,0/0,2,,
202130,Guilford,30291,BIOL 315,001,4,Microbiology,"Corequisite: Associated lab. Prerequisite: CHEM 112, BIOL 202 and BIOL 203.",,"Lee-Brown, Melanie",FRNK 110,Twelve Week Course,TR,10:45am - 12:45pm,9,12,0/0,0/0,3,,
202130,Guilford,30292,BIOL 315,002,0,Lab,,,"Lee-Brown, Melanie",FRNK 110,Twelve Week Course,M,8:15am - 11:15am,9,12,0/0,0/0,3,,
202130,Guilford,30959,BIOL 340,001,4,Psychobiology,Prerequisite: Two BIOL courses or one BIOL and one PSY course.,,"Malotky, Michele",FRNK 109,Twelve Week Course,MW,10:00am - 12:45pm,14,20,0/0,0/0,6,19,
202130,Guilford,30286,BIOL 341,001,4,Human Anatomy and Physiology I,Prerequiste: Biol 203. Corequisite: Associated lab.,,"East, David",FRNK L26,Twelve Week Course,MWF,10:00am - 11:15am,19,20,0/0,0/0,1,,
202130,Guilford,30287,BIOL 341,002,0,Lab,,,"East, David",FRNK L26,Twelve Week Course,W,2:30pm - 5:30pm,19,20,0/0,0/0,1,,
202130,Guilford,30288,BIOL 341,003,4,Human Anatomy and Physiology I,,,"East, David",FRNK L26,Twelve Week Course,MW,6:00pm - 8:00pm,17,20,0/0,0/0,3,,
202130,Guilford,30941,BIOL 350,001,4,Special Topics in Genetics, Corequisite: Associated lab. Prerequisite:  (min) BIOL 203- prefer students have had BIOL 315 or 313 or CHEM 231.,,"Lee-Brown, Melanie", ,3 Week Session,MTWRF,9:00am - 12:00pm,15,12,0/0,0/0,0,,
202130,Guilford,30942,BIOL 350,002,0,Lab,,,"Lee-Brown, Melanie", ,3 Week Session,MW,2:00pm - 5:00pm,15,12,0/0,0/0,0,,
202130,Guilford,30949,BIOL 350,003,4,Conservation Biology,Corequisite: Associated lab.,,"Stracey Richard, Christine", ,Twelve Week Course,MW,10:00am - 12:00pm,10,12,0/0,0/0,2,,
202130,Guilford,30950,BIOL 350,004,0,Lab,,,"Stracey Richard, Christine", ,Twelve Week Course,T,11:45am - 2:45pm,10,12,0/0,0/0,2,,
202130,Guilford,30007,BUS 120,001,4,Introduction to Business,Hybrid course.,,"Samsell, Darryl",BAUM 201,3 Week Session,MTWRF,9:00am - 12:00pm,22,21,0/0,0/0,0,,
202130,Guilford,30013,BUS 120,002,4,Introduction to Business,Hybrid course.,,"Cole, Dennis",KING 123,Twelve Week Course,MWF,11:30am - 12:45pm,28,28,,14/1,0,,
202130,Guilford,30524,BUS 215,002,4,Business Law & Legal Environmt,"Hybrid course. Class will be a blend of in-person (as circumstances permit), synchronous and asynchronous online sessions.",,"Ledford, Jennifer",BAUM 202,Twelve Week Course,TR,6:00pm - 8:00pm,21,24,0/0,0/0,3,,
202130,Guilford,30525,BUS 243,002,4,Management Information Systems,Synchronous and asynchronous.,,"Shorter, Teresa", ,Twelve Week Course,MW,2:45pm - 4:45pm,12,12,0/0,0/0,0,22,"




"
202130,Guilford,30001,BUS 246,001,4,International Business,Hybrid course.,,"Dutch, Michael",FOUN E GALLERY,3 Week Session,MTWRF,9:00am - 12:00pm,23,18,0/0,0/0,0,,
202130,Guilford,30016,BUS 249,001,4,Principles of Management,Hybrid course.,,"Dutch, Michael",KING 123,Twelve Week Course,MW,2:45pm - 4:45pm,22,28,,7/1,6,,
202130,Guilford,30003,BUS 324,001,4,Marketing Management,"Hybrid course. Class will be a blend of in-person (as circumstances permit), synchronous and asynchronous online sessions.",,"Cole, Dennis",KING 202,Twelve Week Course,TR,6:00pm - 8:00pm,17,24,0/0,0/0,7,,
202130,Guilford,30002,BUS 332,001,4,Financial Management,"Prerequistes:ACCT 201; MATH 112; BUS 243, (ECON 221 or ECON) and to pass the business math test. Hybrid course.",,"Samsell, Darryl",BAUM 201,Twelve Week Course,MW,6:00pm - 8:00pm,3,24,0/0,0/0,21,,
202130,Guilford,30014,BUS 332,002,4,Financial Management,"Prerequistes:ACCT 201; MATH 112; BUS 243, (ECON 221 or ECON) and to pass the business math test.",,"Samsell, Darryl",BAUM 201,Twelve Week Course,MWF,11:30am - 12:45pm,15,24,0/0,0/0,9,,
202130,Guilford,30590,BUS 333,001,4,Money and Capital Markets,Prerequisite: ECON 221 or permission of Instructor. We will use in-person classes as safe circumstances permit.,,"Williams, Robert",KING 201,Twelve Week Course,TR,1:00pm - 3:00pm,4,0,0/0,0/0,0,22,
202130,Guilford,30004,BUS 347,001,4,Production & Operations Mgmt,"Prerequistes: ACCT 201; MATH 112, BUS 243, (ECON 221  or ECON 322). Business math test. Hybrid course.",,"Dutch, Michael",KING 205,Twelve Week Course,MW,6:00pm - 8:00pm,10,18,0/0,0/0,8,,
202130,Guilford,30579,BUS 402,002,4,Business Ethics,"Hybrid course.  Class will be a blend of in-person (as circumstances permit), synchronous and asynchronous online sessions.",,"Cole, Dennis",FRNK 101,Twelve Week Course,TR,1:00pm - 3:00pm,1,1,0/0,0/0,0,15,
202130,Guilford,30006,BUS 449,001,4,Policy Formulation & Strategy,"Prerequiste: BUS 215, BUS 246, BUS 249, BUS 324, BUS 332 and BUS 347. Hybrid course.",,"Samsell, Darryl",BAUM 201,Twelve Week Course,MW,8:15pm - 10:15pm,9,24,0/0,0/0,15,,
202130,Guilford,30145,CHEM 111,001,4,Chemical Principles I,Prerequisite: Mathematics background at the level of college algebra.  Corequisite: Associated lab. Face to face course.,,"Millican, David",FRNK 320,Twelve Week Course,MWF,8:30am - 9:45am,27,1,,0/1,0,,
202130,Guilford,30146,CHEM 111,002,4,Chemical Principles I,Prerequisite: Mathematics background at the level of college algebra.  Corequisite: Associated lab. Face to face course.,,"Whitnell, Robert",FRNK 320,Twelve Week Course,MWF,10:00am - 11:15am,31,1,,4/1,0,,
202130,Guilford,30147,CHEM 111,003,4,Chemical Principles I,Prerequisite: Mathematics background at the level of college algebra. Corequisite: Associated lab. Face to face course.,,"Millican, David",FRNK 320,Twelve Week Course,MWF,11:30am - 12:45pm,31,1,,5/1,0,,
202130,Guilford,30150,CHEM 111,006,0,Lab,Face to face course.,,"Millican, David",FRNK 317,Twelve Week Course,T,8:30am - 11:30am,23,18,0/0,0/0,0,,
202130,Guilford,30151,CHEM 111,007,0,Lab,Face to face course.,,"Whitnell, Robert",FRNK 317,Twelve Week Course,W,2:30pm - 5:30pm,23,18,,5/1,0,,
202130,Guilford,30152,CHEM 111,008,0,Lab,Face to face course.,,"Alam, Khyarul",FRNK 317,Twelve Week Course,R,8:30am - 11:30am,23,18,,5/1,0,,
202130,Guilford,30153,CHEM 111,009,0,Lab,Face to face course.,,"Millican, David",FRNK 317,Twelve Week Course,F,2:30pm - 5:30pm,20,18,,5/1,0,,
202130,Guilford,30159,CHEM 231,001,4,Organic Chemistry I,Prerequisite: CHEM 112 with C- or better grade. Corequisite: CHEM 231 lab. Face to face course.,,"Glenn, Anne",FRNK 320,3 Week Session,MTWRF,9:00am - 12:00pm,11,16,0/0,0/0,5,,
202130,Guilford,30160,CHEM 231,002,0,Lab,Face to face course.,,"Glenn, Anne",FRNK 303,3 Week Session,MTWRF,2:00pm - 5:00pm,11,16,0/0,0/0,5,,
202130,Guilford,30154,CHEM 232,001,4,Organic Chemistry II,Prerequisite: CHEM 231 with a C- or better grade. Corequisite: Associated lab. Face to face course.,,"Glenn, Anne",FRNK 320,Twelve Week Course,TR,1:00pm - 3:00pm,17,24,0/0,0/0,7,,
202130,Guilford,30155,CHEM 232,002,0,Lab,Face to face course.,,"Glenn, Anne",FRNK 303,Twelve Week Course,W,2:30pm - 5:30pm,11,12,0/0,0/0,1,,
202130,Guilford,30156,CHEM 232,003,0,Lab,Face to face course.,,"Glenn, Anne",FRNK 303,Twelve Week Course,R,8:30am - 11:30am,6,12,0/0,0/0,6,,
202130,Guilford,30157,CHEM 241,001,2,Quantitative Analysis,Prerequisites: CHEM 112 and MATH 220 Calculus 1 In-person,,"Millican, David",FRNK 329,Twelve Week Course,MW,2:30pm - 3:45pm,3,16,,0/1,12,,
202130,Guilford,30944,CHEM 337,001,4,Elements of Physical Chemistry,Face to face course.,,"Whitnell, Robert",FRNK 306,Twelve Week Course,TR,8:30am - 11:30am,5,16,0/0,0/0,11,,
202130,Guilford,30102,CTIS 210,001,4,Intro to Computer Programming,"Prerequisite: Background in using computers at the level of an introduction to computers course or equivalent experience, and mathematics background level of college algebra. In-person classes as safe circumstances permit.",,"Whitnell, Robert",BAUM L024,Twelve Week Course,TR,1:00pm - 3:00pm,26,1,,6/1,0,,
202130,Guilford,30103,CTIS 221,001,4,Fundamentals of Cyber Security,In-person,,"Magaña, Isaac",BAUM L024,Twelve Week Course,MWF,11:30am - 12:45pm,21,24,0/0,0/0,3,25,
202130,Guilford,30104,CTIS 243,001,4,Management Information Systems,Synchronous and asynchronous.,,"Shorter, Teresa", ,Twelve Week Course,MW,2:45pm - 4:45pm,10,12,,1/1,2,22,
202130,Guilford,30106,CTIS 320,001,2,Seminar in Cyber Security,Prerequisite: CTIS/JPS 221.  In-person.,,"Pizio, William",DUKE 211   FRNK 220,Twelve Week Course,T   T,1:00pm - 3:00pm   1:00pm - 3:00pm,14,20,0/0,0/0,6,,
202130,Guilford,30305,CTIS 321,001,4,Operating Systems,Prerequiste: CTIS 210 or CTIS 221.,,"Bou-Saba, Chafic",BAUM L024,3 Week Session,MTWRF,9:00am - 12:00pm,21,22,0/0,0/0,1,,
202130,Guilford,30107,CTIS 322,001,4,Networking Computers,Prerequisite: CTIS 321,,"Bou-Saba, Chafic",BAUM L024,Twelve Week Course,TR,10:45am - 12:45pm,13,22,0/0,0/0,9,,
202130,Guilford,30108,CTIS 342,001,4,Database Systems,Prerequiste: CTIS 210 and BUS 243 or CTIS 243.,,"Bou-Saba, Chafic",BAUM 201,Twelve Week Course,TR,1:00pm - 3:00pm,9,12,0/0,0/0,3,,
202130,Guilford,30109,CTIS 370,001,4,Cyber and Network Security,Prerequiste: CTIS/JPS 221.,,"Bou-Saba, Chafic",BAUM L024,Twelve Week Course,MWF,10:00am - 11:15am,6,12,0/0,0/0,6,,
202130,Guilford,30022,ECON 221,002,4,Macro:US in World Econ,We will use in-person classes as safe circumstances permit.,,"Williams, Robert",KING 202,Twelve Week Course,MWF,10:00am - 11:15am,25,32,0/0,0/0,7,,
202130,Guilford,30023,ECON 222,001,4,Micro:Public Policy,We will use in-person classes as safe circumstances permit.,,"Shelkova, Natalya",KING 222,Twelve Week Course,TR,10:45am - 12:45pm,19,27,0/0,0/0,8,,
202130,Guilford,30024,ECON 222,002,4,Micro:Public Policy,We will use in-person classes as safe circumstances permit.,,"Shelkova, Natalya",KING 222,3 Week Session,MTWRF,9:00am - 12:00pm,23,24,0/0,0/0,1,,
202130,Guilford,30931,ECON 328,001,4,Analytics: Busn & Government,Prerequisite: ECON 222 or permission of instructor. We will use in-person classes as safe circumstances permit.,,"Shelkova, Natalya",KING B25,Twelve Week Course,MW,10:00am - 12:00pm,16,18,0/0,0/0,2,17,
202130,Guilford,30026,ECON 333,001,4,Money and Capital Markets,Prerequisite: ECON 221 or permission of instructor. We will use in-person classes as safe circumstances permit.,,"Williams, Robert",KING 201,Twelve Week Course,TR,1:00pm - 3:00pm,18,0,0/0,0/0,0,22,
202130,Guilford,30170,EDUC 201,001,4,Phlsphcl/Ethcl Refletion in Ed,Hybrid course,,"Burke, Julie",KING 123,Twelve Week Course,TR,4:00pm - 6:00pm,29,30,0/0,0/0,1,,
202130,Guilford,30171,EDUC 203,001,4,Contemporary/Historical Issues,Prerequisite: historical perspectives. Hybrid: in person and online.,,"Pennell, Anna",BAUM 205,Twelve Week Course,TR,10:45am - 12:45pm,8,28,0/0,0/0,20,,
202130,Guilford,30928,EDUC 250,001,4,High Impact Tutoring,$25 course fee.,,"Pennell, Anna",BINF ORANGERIE,3 Week Session,MTWRF,2:00pm - 5:00pm,8,15,0/0,0/0,7,,
202130,Guilford,30172,EDUC 302,001,4,Fld Study Cross Cult Ed,Prerequisite: EDUC 203 and Historical Perspectives. Hybrid: in person and online.,,"Pennell, Anna",BINF ORANGERIE,Twelve Week Course,MW,10:00am - 12:00pm,15,28,0/0,0/0,13,,
202130,Guilford,30173,EDUC 306,001,4,Processes Teach Elem Sch Sci,"Prerequiste: successful completion (a grade of C or better)  in EDUC 201, EDUC 202 and EDUC 203; completion of natural  science and math requirement or an equivalent lab science. Hybrid:  In person and also online.",,"Hildreth, David",BAUM 202,Twelve Week Course,T,11:45am - 2:45pm,10,10,0/0,0/0,0,,
202130,Guilford,30177,EDUC 410,001,4,Elementary Student Teach Sem,Prerequiste: Admission to the Teacher Licensure Program(S),,"Burke, Julie",BAUM 203,Twelve Week Course,MWF,4:00pm - 5:15pm,9,28,0/0,0/0,19,,
202130,Guilford,30178,EDUC 420,001,4,Secondary Student Teach Sem,Prerequisite: Admission to the Teacher Licensure Program(S). Hybrid: in person and also online.,,"Hildreth, David", ,Twelve Week Course,TR,4:30pm - 7:30pm,1,28,0/0,0/0,27,,
202130,Guilford,30175,EDUC 440,001,8,Student Teaching,The class will meet off campus in a school. Course fee $120.00.,,"Burke, Julie", ,Twelve Week Course,TBA,TBA,9,15,0/0,0/0,6,,
202130,Guilford,30176,EDUC 440,002,8,Student Teaching,"Course fee $120.00. This is student teaching; the mode of student teaching will be dependent on GCS Policy, in conjunction with communication with the CT.",,"Hildreth, David", ,Twelve Week Course,TBA,TBA,1,15,0/0,0/0,14,,
202130,Guilford,30929,EDUC 450,001,4,Immersion in Student Teaching,Immersion in Student Teaching. The class will meet off campus in a school. Course fee $120.00.,,"Burke, Julie", ,3 Week Session,MTWR,7:15am - 2:30pm,8,20,0/0,0/0,12,,
202130,Guilford,30930,EDUC 450,002,4,Immersion in Student Teaching,Immersion in Student Teaching.,,"Hildreth, David", ,3 Week Session,MTWR,7:15am - 2:30pm,1,20,0/0,0/0,19,,
202130,Guilford,30492,ENGL 101,002,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Face to face course.,,"Porter, Christopher",BAUM 202,Twelve Week Course,MWF,8:30am - 9:45am,20,21,0/0,0/0,1,,
202130,Guilford,30493,ENGL 101,003,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Face to face course.,,"Moriarty, Richard",DUKE 305,Twelve Week Course,MWF,8:30am - 9:45am,19,21,0/0,0/0,2,,
202130,Guilford,30494,ENGL 101,004,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Face to face course.,,"Budhecha, Parag",KING 202,Twelve Week Course,MWF,8:30am - 9:45am,18,21,0/0,0/0,3,,
202130,Guilford,30495,ENGL 101,005,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Face to face course.,,"McAlister, Caroline",BAUM 201,Twelve Week Course,MWF,10:00am - 11:15am,20,21,0/0,0/0,1,,
202130,Guilford,30496,ENGL 101,006,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Face to face course.,,"Manthey, Katie",KING 222,Twelve Week Course,MWF,10:00am - 11:15am,22,21,0/0,0/0,0,,
202130,Guilford,30498,ENGL 101,008,4,Writing Seminar,Minimum grade to move on to ENGL 102: C-,,"Scudder, Shana", ,Twelve Week Course,MWF,10:00am - 11:15am,17,21,0/0,0/0,4,,
202130,Guilford,30499,ENGL 101,009,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Face to face course.,,"Porter, Christopher",BAUM 202,Twelve Week Course,MWF,11:30am - 12:45pm,18,21,0/0,0/0,3,,
202130,Guilford,30500,ENGL 101,010,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Face to face course.,,"Needham, Stephanie",DUKE 204,Twelve Week Course,MWF,11:30am - 12:45pm,20,21,0/0,0/0,1,,
202130,Guilford,30502,ENGL 101,012,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Face to face course.,,"Moriarty, Richard",DUKE M-L,Twelve Week Course,MWF,10:00am - 11:15am,20,21,0/0,0/0,1,,
202130,Guilford,30503,ENGL 101,013,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Face to face course.,,"Wolf Berkley, Selena",KING 226,Twelve Week Course,MWF,2:30pm - 3:45pm,14,21,0/0,0/0,7,,
202130,Guilford,30504,ENGL 101,014,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Face to face course.,,"Cooke, Jason",KING 202,Twelve Week Course,MWF,2:30pm - 3:45pm,14,21,0/0,0/0,7,,
202130,Guilford,30505,ENGL 101,015,4,Writing Seminar,Minimum grade to move on to ENGL 102: C- Face to face course.,,"Cooke, Jason",DUKE M-L,Twelve Week Course,MWF,11:30am - 12:45pm,20,21,0/0,0/0,1,,
202130,Guilford,30507,ENGL 102,001,4,College Reading and Writing,Face to face course.,,"Needham, Stephanie",KING 201,Twelve Week Course,MWF,8:30am - 9:45am,18,18,0/0,0/0,0,,
202130,Guilford,30508,ENGL 102,002,4,College Reading and Writing,Face to face course.,,"Needham, Stephanie",BAUM 202,Twelve Week Course,MWF,10:00am - 11:15am,12,18,0/0,0/0,6,,
202130,Guilford,30509,ENGL 102,003,4,College Reading and Writing,Face to face course.,,"Spellman, Rod",KING 201,Twelve Week Course,MWF,10:00am - 11:15am,16,18,0/0,0/0,2,,
202130,Guilford,30511,ENGL 102,004,4,College Reading and Writing,Face to face course.,,"Spellman, Rod",FRNK 205,Twelve Week Course,MWF,11:30am - 12:45pm,21,18,0/0,0/0,0,,
202130,Guilford,30513,ENGL 102,007,4,College Reading and Writing,Online Synchronous.,,"Malboeuf, Jennie", ,Twelve Week Course,MWF,2:30pm - 3:45pm,11,18,0/0,0/0,7,,
202130,Guilford,30516,ENGL 151,001,4,"HP:Fairies,Rbls,Carbs & Witchs",Enrollment limited to students needing Hist Persp credit. Prerequisite: ENGL102. Face to face course.,,"McAlister, Caroline",DUKE 303,Twelve Week Course,MWF,8:30am - 9:45am,20,21,,1/1,1,,
202130,Guilford,30517,ENGL 151,002,4,"HP:Fairies,Rbls,Carbs & Witchs",Enrollment limited to students needing Hist Persp credit. Prerequisite: ENGL102. Face to face course.,,"McAlister, Caroline",KING 202,Twelve Week Course,MWF,11:30am - 12:45pm,20,21,,1/1,1,,
202130,Guilford,30518,ENGL 151,003,4,HP:Lit and Hist of Key West,Enrollment limited to students needing Hist Persp credit. Prerequisite: ENGL102. Online synchronous.,,"Malboeuf, Jennie", ,Twelve Week Course,MW,6:00pm - 8:00pm,20,21,,0/1,0,,
202130,Guilford,30312,ENGL 200,001,4,Intro to Literary Studies,Prerequiste: ENGL 102 and Historical Perspectives.,,"Nearman, Cynthia",DUKE 213,Twelve Week Course,TR,1:00pm - 3:00pm,12,20,0/0,0/0,8,,
202130,Guilford,30919,ENGL 206,001,4,Introduction to Poetry,Prerequisite: ENGL 102.  Online Synchronous.,,"Malboeuf, Jennie", ,Twelve Week Course,TR,6:00pm - 8:00pm,15,20,0/0,0/0,5,,
202130,Guilford,30559,ENGL 215,001,4,Theatre & Culture II,Prerequisite: ENGL 102 and Historical Perspectives. Play Analysis will meet online synchronously. Students will be required to have their Zoom cameras on for discussions.,,"Paul, Annie", ,Twelve Week Course,MWF,11:30am - 12:45pm,4,20,0/0,0/0,16,9,
202130,Guilford,30970,ENGL 218,001,4,Fantasy & Science Fiction Lit.,Hybrid course.,,"Nearman, Cynthia",DUKE M-L,3 Week Session,MTWRF,2:00pm - 5:00pm,21,23,0/0,0/0,2,,
202130,Guilford,30920,ENGL 250,001,4,The Binge,"Face to face course, with some individual and group project time.",,"Dobson, David   Hayton, Heather",KING 123,3 Week Session,MTWRF,9:00am - 12:00pm,20,24,0/0,0/0,4,25,
