"Term","Campus","CRN","Course","Section","Cr Hrs","Course Title","Course Additional Information","Instructional Method","Instructor","Room","Session","Days","Time","Actual Enrolled","Max Enrolled","CCE Reserved","FYS Reserved","Un- reserved Available","Cross List Enrolled","Syllabus_Link"
201910,Guilford,10023,ART 140,001,4,Ceramics I,Course fee:  $75.,,"Tefft, Charles",HCOX 130,Full Term Courses,MW,8:30am - 10:20am,12,12,0/0,0/0,0,,
201910,Guilford,12048,ART 172,001,4,"Arts:Afr,Asia & the Americas",,,"Arpen, Katherine",DUKE 303,Full Term Courses,MW,11:30am - 12:45pm,25,25,0/0,0/0,0,,
201910,Guilford,11375,ART 204,001,4,Life Drawing,Prerequisite:  ART 104 and instructor permission. Course fee $40,,"Collier, Kaitlyn",HCOX 202,Full Term Courses,TR,1:00pm - 2:50pm,11,18,0/0,0/0,7,,
201910,Guilford,10029,ART 212,001,4,Painting II,Course fee:  $65.  Prerequisite:  ART 211 or instructor permission.,,"Williams, Antoine",HCOX 200,Full Term Courses,MW,9:30am - 11:20am,10,8,0/0,0/0,0,11,
201910,Guilford,11549,ART 231,001,4,Photography II,Course fee:  $75.  Prerequisite:  ART 130 or instructor permission.,,"Miserendino, Alyssa",HCOX B01,Full Term Courses,TR,4:00pm - 5:50pm,4,12,0/0,0/0,8,,
201910,Guilford,11715,ART 245,001,4,Digital Darkroom,,,"Jessen, Rachel",BAUM L020,Full Term Courses,TR,1:00pm - 2:50pm,17,18,0/0,0/0,1,,
201910,Guilford,11940,ART 250,003,4,Mixed Media,Prerequisite: ART 101 - 2 D Design OR ART 104 Drawing 1 OR by permission of instructor. Course fee $25.,,"Collier, Kaitlyn",HCOX 201,Full Term Courses,TF,10:00am - 11:50am,14,15,0/0,0/0,1,,
201910,Guilford,11937,ART 276,001,4,Contemporary Art,,,"Arpen, Katherine",FRNK 102,Full Term Courses,MW,10:00am - 11:15am,20,25,0/0,0/0,5,,
201910,Guilford,11701,ART 308,001,4,Advanced Photography I,Prerquisite: Instructor permission. Course fee: $75.,,,HCOX B01,Full Term Courses,TR,4:00pm - 5:50pm,0,4,0/0,0/0,4,,
201910,Guilford,10030,ART 311,001,4,Painting III,Course fee: $65. Prerequisite:  ART 212 or instructor permission.,,"Williams, Antoine",HCOX 200,Full Term Courses,MW,9:30am - 11:20am,1,8,0/0,0/0,7,11,
201910,Guilford,11702,ART 323,001,4,Printmaking: Etching,Prerequisite: ART 221. Course fee: $60.,,"Collier, Kaitlyn",HCOX 201,Full Term Courses,TR,4:00pm - 5:50pm,7,12,0/0,0/0,5,,
201910,Guilford,10802,ART 353,001,4,Sculpture II,Course fee: $65. Prerequisite:  ART 251 or instructor permission.,,"Dixon, Mark",HCOX 120,Full Term Courses,TF,10:00am - 11:50am,7,8,0/0,0/0,1,,
201910,Guilford,12040,ART 406,001,4,Advanced Ceramics II,Course fee:  $75.,,"Tefft, Charles",HCOX 130,Full Term Courses,MW,11:30am - 1:20pm,12,12,0/0,0/0,0,12,
201910,Guilford,12041,ART 407,001,4,Advanced Ceramics III,Course fee:  $75.,,"Tefft, Charles",HCOX 130,Full Term Courses,MW,11:30am - 1:20pm,0,12,0/0,0/0,12,12,
201910,Guilford,11552,ART 453,001,4,Sculpture III,Course fee:  $65.  Prerequisite:  ART 352 or instructor permission.,,"Dixon, Mark",HCOX 120,Full Term Courses,TF,10:00am - 11:50am,0,8,0/0,0/0,8,,
201910,Guilford,10580,ART 479,001,2,Professional Practices for Art,Required course for senior Art majors registered for senior thesis.,,"Hammond, Theresa",LIBR ,Full Term Courses,M,2:30pm - 3:45pm,6,25,0/0,0/0,19,,
201910,Guilford,11703,ART 480,001,4,Senior Thesis I,"Prerequisite: Advanced standing, 3.25 GPA in ART courses and permission of department chair.",,"Dixon, Mark",HCOX 110,Full Term Courses,MR,4:00pm - 5:50pm,4,10,0/0,0/0,6,,
201910,Guilford,10032,ART 481,001,4,Senior Thesis II,"Prerequisite:  Advanced standing and 3.25 GPA in ART courses and permission of department chair, BFA candidate.",,"Dixon, Mark",HCOX 110,Full Term Courses,MR,4:00pm - 5:50pm,2,10,0/0,0/0,8,,
201910,Guilford,10958,BIOL 111,001,4,Integrative Biol:Molecule/Cell,Corequisite:  Associated lab.,,"Malotky, Michele",FRNK L26,Full Term Courses,MW,10:00am - 11:15am,26,19,0/0,0/0,0,,
201910,Guilford,10959,BIOL 111,002,0,Lab,,,"Malotky, Michele",FRNK L26,Full Term Courses,R,8:30am - 11:20am,26,19,0/0,0/0,0,,
201910,Guilford,10944,BIOL 111,003,4,Integrative Biol:Molecule/Cell,Corequisite:  Associated lab.,,"Brendley, Bryan",FRNK L26,Full Term Courses,TF,11:30am - 12:45pm,24,24,0/0,0/0,0,,
201910,Guilford,10945,BIOL 111,004,0,Lab,,,"Brendley, Bryan",FRNK L26,Full Term Courses,T,2:30pm - 5:20pm,24,24,0/0,0/0,0,,
201910,Guilford,10960,BIOL 112,001,4,"Intgrtve Biol:Orgnsm,Ecol,Evol",Recommended for non-science majors. Labs alternate with class periods.,,"Stracey Richard, Christine",FRNK L07,Full Term Courses,MW,6:00pm - 8:00pm,24,24,0/0,0/0,0,,
201910,Guilford,10950,BIOL 112,002,4,"Intgrtve Biol:Orgnsm,Ecol,Evol",Corequisite:  Associated lab.,,"White, Megan",FRNK L07,Full Term Courses,TR,1:00pm - 2:15pm,21,24,0/0,0/0,3,,
201910,Guilford,10951,BIOL 112,003,0,Lab,,,"White, Megan",FRNK L07,Full Term Courses,R,10:00am - 12:50pm,21,24,0/0,0/0,3,,
201910,Guilford,10067,BIOL 115,001,4,General Botany,Labs alternate with class periods. Recommended for non-science majors.,,"Keegan, Frank",FRNK 102,Full Term Courses,W,8:10pm - 10:10pm,24,24,0/0,0/0,0,,
201910,Guilford,10070,BIOL 245,001,4,Introduction Forensic Science,Labs alternate with class periods. Recommended for non-science majors.,,"Keegan, Frank",FRNK 102,Full Term Courses,M,8:10pm - 10:10pm,23,24,0/0,0/0,1,,
201910,Direct Study Abroad,12348,BIOL 250,002,4,Costa Rica Hlthcr Sys Trop Med,,,,TBA,Full Term Courses,TBA,,1,0,0/0,0/0,0,,
201910,Guilford,10946,BIOL 291,001,4,Intro Into Scientific Inquiry,"Corequisite:  Associated lab.  Prerequisites:  BIOL 111, BIOL 112, and Historical Perspectives.",,"Lee-Brown, Melanie",FRNK 110,Full Term Courses,MW,8:30am - 9:45am,11,16,0/0,0/0,5,,
201910,Guilford,10949,BIOL 291,002,0,Lab,,,"Lee-Brown, Melanie",FRNK L07,Full Term Courses,W,10:00am - 12:50pm,11,16,0/0,0/0,5,,
201910,Guilford,10080,BIOL 342,001,4,Human Anatomy & Physiology II,Corequisite: Associated lab. Prerequisite: BIOL 341. Labs alternate with class periods.,,"East, David",FRNK 109,Full Term Courses,MW,6:00pm - 8:00pm,22,20,0/0,0/0,0,,
201910,Guilford,11980,BIOL 342,002,4,Human Anatomy & Physiology II,Corequisite: Associated lab. Prerequisite: BIOL 341,,"East, David",FRNK 109,Full Term Courses,MW,11:30am - 12:45pm,19,20,0/0,0/0,1,,
201910,Guilford,11981,BIOL 342,003,0,Lab,,,"East, David",FRNK 109,Full Term Courses,R,2:30pm - 5:20pm,19,20,0/0,0/0,1,,
201910,Guilford,10087,BIOL 349,001,4,Forensic Anthropology,Lab on alternate Mondays.  Prerequisites:  BIOL 245 and BIOL 341 or instructor permission.  Enrollment limited to forensic biol majors.,,"Brendley, Bryan",FRNK 121,Full Term Courses,M,8:10pm - 10:10pm,16,18,0/0,0/0,2,,
201910,Guilford,10942,BIOL 438,001,4,General Ecology,Corequisite:  Associated lab.  Prerequisites:  BIOL 111 and BIOL 112.,,"Stracey Richard, Christine",FRNK 129,Full Term Courses,TR,1:00pm - 2:15pm,11,12,0/0,0/0,1,,
201910,Guilford,10943,BIOL 438,002,0,Lab,,,"Stracey Richard, Christine",FRNK L07,Full Term Courses,T,2:30pm - 5:20pm,11,12,0/0,0/0,1,,
201910,Guilford,11995,BIOL 443,001,4,Genetics,Prerequisites: BIOL 291 (for biology majors)  and CHEM 231; recommended BIOL 313 or BIOL 315 or instructor permission. Corequisite: Associated lab,,"Lee-Brown, Melanie",FRNK 110,Full Term Courses,TR,1:00pm - 2:15pm,12,16,0/0,0/0,4,,
201910,Guilford,11996,BIOL 443,002,0,Lab,,,"Lee-Brown, Melanie",FRNK 110,Full Term Courses,T,2:30pm - 5:20pm,12,16,0/0,0/0,4,,
201910,Guilford,11406,BIOL 475,001,2,Research Seminar,,,"Lee-Brown, Melanie",FRNK 110,Full Term Courses,W,6:00pm - 8:00pm,3,16,0/0,0/0,13,4,
201910,Guilford,10470,BUS 120,001,4,Introduction to Business,,,"Hill, Stephen",BAUM L024,Full Term Courses,TF,11:30am - 12:45pm,28,25,,9/10,0,,
201910,Guilford,10469,BUS 120,002,4,Introduction to Business,,,"Dutch, Michael",KING B26,Full Term Courses,MW,11:30am - 12:45pm,24,25,,10/10,1,,
201910,Guilford,11865,BUS 120,003,4,Introduction to Business,Fast Track II. Hybrid course. Classes may meet less on campus than scheduled.,,"Dutch, Michael",KING 123,Second Half of Semester Course,MW,6:00pm - 8:00pm,24,18,0/0,0/0,0,,
201910,Guilford,10478,BUS 215,001,4,Business Law & Legal Environmt,,,"Ledford, Jennifer",KING 123,Full Term Courses,MW,11:30am - 12:45pm,25,25,,5/10,0,,
201910,Guilford,11117,BUS 215,002,4,Business Law & Legal Environmt,Hybrid course. Classes may meet less on campus than scheduled.,,"Ledford, Jennifer",KING 205,Full Term Courses,W,8:10pm - 10:10pm,18,25,0/0,0/0,7,,
201910,Guilford,11742,BUS 243,001,4,Management Information Systems,Prerequisite: An Introduction to Computers course or equivalent computer knowledge.,,"Prestwood, Barbara",BAUM 201,Full Term Courses,TR,11:30am - 12:45pm,17,0,0/0,0/0,0,24,
201910,Guilford,11680,BUS 243,002,4,Management Information Systems,Prerequisite: An Introduction to Computers course or equivalent computer knowledge.,,"Raper, Michael",BAUM 201,Full Term Courses,T,7:25pm - 10:10pm,16,24,0/0,0/0,8,20,
201910,Guilford,11744,BUS 246,001,4,International Business,,,"Carter, Ellen",BAUM 201,Full Term Courses,TF,1:00pm - 2:15pm,25,25,,3/1,0,,
201910,Guilford,11670,BUS 246,002,4,International Business,Fast Track I.,,"Rashwan, Mamdouh",KING 222,First Half of Semester Course,MW,6:00pm - 8:00pm,10,25,0/0,0/0,15,,
201910,Guilford,10488,BUS 249,001,4,Principles of Management,,,"Dutch, Michael",KING 205,Full Term Courses,MW,10:00am - 11:15am,28,25,0/0,0/0,0,,
201910,Guilford,10489,BUS 249,002,4,Principles of Management,Fast Track I. Hybrid course. Clases may meet less on campus than scheduled.,,"Dutch, Michael",KING 123,First Half of Semester Course,MW,6:00pm - 8:00pm,10,25,0/0,0/0,15,,
201910,Guilford,10839,BUS 310,001,4,Professional Communications,Fast Track II.  Prerequisite:  ENGL 102.,,"French, Timothy",KING 205,Second Half of Semester Course,MW,6:00pm - 8:00pm,24,25,0/0,0/0,1,,
201910,Guilford,10496,BUS 321,002,4,Human Resource Law & Mgmt,Prerequisite: BUS 215 and BUS 249.,,"Morris, John",KING 201,Full Term Courses,W,8:10pm - 10:10pm,9,25,0/0,0/0,16,,
201910,Guilford,10501,BUS 324,001,4,Marketing Management,,,"Wang, Wenling",KING 205,Full Term Courses,TF,11:30am - 12:45pm,14,25,0/0,0/0,11,,
201910,Guilford,10502,BUS 324,002,4,Marketing Management,,,"Wang, Wenling",KING 205,Full Term Courses,M,8:10pm - 10:10pm,17,25,0/0,0/0,8,,
201910,Guilford,11924,BUS 325,001,4,Consumer Behavior,Fast Track I.,,"Wang, Wenling",KING 201,First Half of Semester Course,MW,6:00pm - 8:00pm,8,25,0/0,0/0,17,,
201910,Guilford,10503,BUS 332,001,4,Financial Management,"Prerequisites: ACCT 201; MATH 112, BUS 243, (ECON 221 or ECON 222) and to pass the business math refresher/test.",,"Samsell, Darryl",BAUM 201,Full Term Courses,W,8:10pm - 10:10pm,26,24,0/0,0/0,0,,
201910,Guilford,11774,BUS 333,001,4,Money and Capital Markets,Fast Track II. Hybrid course. Prerequisite: ECON 221.,,"Rashwan, Mamdouh",KING 222,Second Half of Semester Course,MW,6:00pm - 8:00pm,16,25,0/0,0/0,9,20,
201910,Guilford,11671,BUS 347,001,4,Production & Operations Mgmt,"Fast Track II. Hybrid course. Prerequisites: ACCT 201; MATH 112, BUS 243 (ECON 221 or ECON 222) and to pass the business math refresher/test.",,"Bobko, Peter",BAUM 201,Second Half of Semester Course,MW,6:00pm - 8:00pm,14,24,0/0,0/0,10,,
201910,Guilford,11596,BUS 449,001,4,Policy Formulation & Strategy,"Prerequisites:  BUS 215, BUS 243, BUS 246, BUS 249, BUS 324, BUS 332, and BUS 347.",,"Samsell, Darryl",BAUM 201,Full Term Courses,MW,11:30am - 12:45pm,8,25,0/0,0/0,17,,
201910,Guilford,10508,BUS 449,002,4,Policy Formulation & Strategy,"Prerequisites:  BUS 215, BUS 243, BUS 246, BUS 249, BUS 324, BUS 332, and BUS 347.",,"Samsell, Darryl",BAUM 201,Full Term Courses,M,8:10pm - 10:10pm,7,25,0/0,0/0,18,,
201910,Guilford,10930,CHEM 111,001,4,Chemical Principles I,Prerequisite:  Satisfaction of qantitative literacy requirement. Corequisite:Associated lab.,,"Jejurkar, Uma",FRNK 320,Full Term Courses,TRF,10:00am - 11:15am,21,24,0/0,0/0,3,,
201910,Guilford,10931,CHEM 111,002,0,Lab,,,"Jejurkar, Uma",FRNK 317,Full Term Courses,M,2:30pm - 5:20pm,21,24,0/0,0/0,3,,
201910,Guilford,10034,CHEM 112,001,4,Chemical Principles II,Corequisite: Associated lab. Prerequisite:  CHEM 111 with a grade of C- or better.,,"Whitnell, Robert",FRNK 320,Full Term Courses,TRF,8:30am - 9:45am,35,0,0/0,0/0,0,,
201910,Guilford,10035,CHEM 112,002,4,Chemical Principles II,Corequisite: Associated lab. Prerequisite:  CHEM 111 with a grade of C- or better.,,"Webster, Gail",FRNK 320,Full Term Courses,TRF,11:30am - 12:45pm,27,0,0/0,0/0,0,,
201910,Guilford,11860,CHEM 112,003,4,Chemical Principles II,Corequisite: Associated lab. Prerequisite: CHEM 111 with a grade of C- or better.,,"Millican, David",FRNK 320,Full Term Courses,TRF,1:00pm - 2:15pm,30,0,0/0,0/0,0,,
201910,Guilford,10036,CHEM 112,004,0,Lab,,,"Whitnell, Robert",FRNK 317,Full Term Courses,T,2:30pm - 5:20pm,24,0,0/0,0/0,0,,
201910,Guilford,10037,CHEM 112,005,0,Lab,,,"Webster, Gail",FRNK 317,Full Term Courses,W,10:00am - 12:50pm,20,0,0/0,0/0,0,,
201910,Guilford,10038,CHEM 112,006,0,Lab,,,"Millican, David",FRNK 317,Full Term Courses,R,2:30pm - 5:20pm,24,0,0/0,0/0,0,,
201910,Guilford,11861,CHEM 112,007,0,Lab,,,"Millican, David",FRNK 317,Full Term Courses,F,2:30pm - 5:20pm,24,0,0/0,0/0,0,,
201910,Guilford,12061,CHEM 150,001,1,Undergrad Chem. Research Exp.,Registration by instructor permission only,,"Webster, Gail", ,Full Term Courses,TBA,TBA,6,0,0/0,0/0,0,,
201910,Guilford,10040,CHEM 232,002,4,Organic Chemistry II,Corequisite: CHEM 239. Prerequisite: CHEM 231 with a grade of C- or better.,,"Glenn, Anne",FRNK 220,Full Term Courses,TF,11:30am - 12:45pm,24,32,0/0,0/0,8,,
201910,Guilford,11907,CHEM 239,001,1,Integrated Research Lab 1,Corequisite: CHEM 232.,,"Glenn, Anne",FRNK 220   FRNK 303,Full Term Courses,F   M,1:30pm - 2:20pm   2:30pm - 5:20pm,14,16,0/0,0/0,2,,
201910,Guilford,11908,CHEM 239,002,1,Integrated Research Lab 1,Corequisite: CHEM 232.,,"Jejurkar, Uma",FRNK 220   FRNK 303,Full Term Courses,F   R,1:30pm - 2:20pm   2:30pm - 5:20pm,10,16,0/0,0/0,6,,
201910,Guilford,11912,CHEM 242,001,4,Intro to Inorganic Chemistry,Prerequisite: CHEM 231. Corequisite: Associated 242 lab.,,"Whitnell, Robert",FRNK 329,Full Term Courses,TF,10:00am - 11:15am,11,16,0/0,0/0,5,,
201910,Guilford,11913,CHEM 242,002,0,Lab,,,"Whitnell, Robert", ,Full Term Courses,TBA,TBA,11,16,0/0,0/0,5,,
201910,Guilford,11910,CHEM 339,001,1,Integrated Research Lab II,Prerequisite: CHEM 239.,,"Whitnell, Robert",FRNK 220   FRNK 306,Full Term Courses,F   R,1:30pm - 2:20pm   2:30pm - 5:20pm,5,16,0/0,0/0,11,,
201910,Guilford,11597,CHEM 341,001,4,Instrumental Analysis,"Corequisite: Associated lab.  Prerequisite:  CHEM 112, MATH 121.",,"Millican, David",FRNK 329,Full Term Courses,MW,10:00am - 11:15am,5,12,0/0,0/0,7,,
201910,Guilford,11598,CHEM 341,002,0,Lab,,,"Millican, David",FRNK 306,Full Term Courses,T,2:30pm - 5:20pm,5,12,0/0,0/0,7,,
201910,Guilford,10051,CHEM 400,001,2,Chemistry Seminar,Prerequisite:  Any three chemistry courses that count for the chemistry major or minor and Historical Perspectives.,,"Webster, Gail",FRNK 320,Full Term Courses,T,6:00pm - 7:15pm,4,16,0/0,0/0,12,,
201910,Guilford,11911,CHEM 439,001,1,Integrated Research Lab III,Prerequisite: CHEM 339.,,"Whitnell, Robert",FRNK 220   FRNK 306,Full Term Courses,F   R,1:30pm - 2:20pm   2:30pm - 5:20pm,2,16,0/0,0/0,14,,
201910,Guilford,11407,CHEM 475,001,2,Research Seminar,,,"Lee-Brown, Melanie",FRNK 110,Full Term Courses,W,6:00pm - 8:00pm,1,16,0/0,0/0,15,4,
201910,Guilford,11576,CTIS 210,001,4,Intro to Computer Programming,"Prerequisites: An Introduction to Computers course or equivalent computer knowledge, and Quantitative Literacy requirement.",,"Whitnell, Robert",BAUM L024,Full Term Courses,MW,10:00am - 11:15am,24,24,0/0,0/0,0,,
201910,Guilford,11926,CTIS 221,001,4,Fundamentals of Cyber Security,Online course.,,"Burnett, Brian", ,Full Term Courses,M,8:10pm - 10:10pm,14,20,0/0,0/0,6,17,
201910,Guilford,11743,CTIS 243,001,4,Management Information Systems,Prerequisite: An Introduction to Computers course or equivalent computer knowledge.,,"Prestwood, Barbara",BAUM 201,Full Term Courses,TR,11:30am - 12:45pm,7,0,0/0,0/0,0,24,
201910,Guilford,11579,CTIS 243,002,4,Management Information Systems,Prerequisite: An Introduction to Computers course or equivalent computer knowledge.,,"Raper, Michael",BAUM 201,Full Term Courses,T,7:25pm - 10:10pm,4,24,0/0,0/0,20,20,
201910,Guilford,11582,CTIS 322,001,4,Networking Computers,Prerequisite:  CTIS 210 or 221. Course fee $40.,,"Bou-Saba, Chafic",BAUM L024,Full Term Courses,R,7:25pm - 10:10pm,21,24,0/0,0/0,3,,
201910,Guilford,12019,CTIS 331,001,4,Information Design,,,"Raper, Michael",BAUM L024,Full Term Courses,W,8:10pm - 10:10pm,14,24,0/0,0/0,10,,
201910,Guilford,11583,CTIS 342,001,4,Database Systems,Prerequisites:  CTIS 210 and CTIS 243.,,"Bou-Saba, Chafic",BAUM 201,Full Term Courses,TR,6:00pm - 7:15pm,14,24,0/0,0/0,10,,
201910,Guilford,11927,CTIS 371,001,4,Computer Forensics,Online course.,,"Burnett, Brian",BAUM L018,Full Term Courses,M,6:00pm - 8:00pm,8,24,0/0,0/0,16,,
201910,Guilford,11696,CTIS 440,001,4,CTIS Capstone,"Prerequisites: CTIS 321, CTIS 342 and one of the following: CTIS 310, CTIS 322, CTIS 345  or CTIS 334 or instructor permission.",,"Bou-Saba, Chafic", ,Full Term Courses,TBA,TBA,5,20,0/0,0/0,15,,
201910,Guilford,11928,CTIS 471,001,4,Adv Cyber and Network Security,Course fee $10.,,"Bou-Saba, Chafic",BAUM L024,Full Term Courses,T,7:25pm - 10:10pm,6,24,0/0,0/0,18,,
201910,Guilford,10250,ECON 221,001,4,Macro:US in World Econ,,,"Williams, Robert",KING 202,Full Term Courses,MW,11:30am - 12:45pm,28,28,0/0,0/0,0,,
201910,Guilford,10249,ECON 221,002,4,Macro:US in World Econ,,,"Williams, Robert",BAUM 205,Full Term Courses,TR,1:00pm - 2:15pm,17,28,0/0,0/0,11,,
201910,Guilford,10251,ECON 222,001,4,Micro:Public Policy,,,"Shelkova, Natalya",KING 202,Full Term Courses,TF,8:30am - 9:45am,18,28,0/0,0/0,10,,
201910,Guilford,10974,ECON 222,002,4,Micro:Public Policy,,,"Shelkova, Natalya",KING 202,Full Term Courses,TF,11:30am - 12:45pm,25,28,0/0,0/0,3,,
201910,Guilford,11903,ECON 222,003,4,Micro:Public Policy,,,"Williams, Robert",KING 202,Full Term Courses,M,8:10pm - 10:10pm,16,28,0/0,0/0,12,,
201910,Guilford,11905,ECON 301,001,4,Research Methods,Prerequisite: ECON 222 or instructor permission.,,"Williams, Robert",KING 203,Full Term Courses,MW,10:00am - 11:15am,12,18,0/0,0/0,6,,
201910,Guilford,11773,ECON 333,001,4,Money and Capital Markets,Fast Track II. Hybrid course. Prerequisite: ECON 221.,,"Rashwan, Mamdouh",KING 222,Second Half of Semester Course,MW,6:00pm - 8:00pm,4,25,0/0,0/0,21,20,
201910,Guilford,11976,ECON 336,001,4,Economic & Social Development,"Prerequisites: ECON 221, ECON 222 or instructor permission.",,"Williams, Robert",KING 222,Full Term Courses,TR,1:00pm - 2:15pm,13,18,0/0,0/0,5,,
201910,Guilford,11930,ECON 442,001,4,Industrial Organization,Prerequisite: ECON 222,,"Shelkova, Natalya",KING 201,Full Term Courses,MW,11:30am - 12:45pm,16,18,0/0,0/0,2,,
201910,Guilford,10280,EDUC 201,001,4,Phlsphcl/Ethcl Refletion in Ed,,,"Burke, Julie",BAUM 210C,Full Term Courses,M,6:00pm - 8:30pm,15,25,0/0,0/0,10,,
201910,Guilford,10283,EDUC 202,001,4,Education Psy in Classrooms,Hybrid Course. Prerequisite: PSY 224 or concurrent with PSY 224.,,"Hildreth, David",BAUM 205,Full Term Courses,T,7:25pm - 10:10pm,13,25,0/0,0/0,12,,
201910,Guilford,10285,EDUC 203,001,4,Contemporary/Historical Issues,Corequisite:  20 hours of fieldwork required.,,"Pennell, Anna",BAUM 203,Full Term Courses,TR,4:00pm - 5:15pm,21,25,0/0,0/0,4,,
201910,Guilford,10555,EDUC 302,001,4,Fld Study Cross Cult Ed,A petition and instructor permission required.  60 hours of fieldwork required. Prerequisite: Historical Perspectives.,,"Pennell, Anna",BAUM 203,Full Term Courses,TR,6:00pm - 7:15pm,3,25,0/0,0/0,22,,
201910,Guilford,12094,EDUC 302,002,4,Fld Study Cross Cult Ed,"Internship to be completed in Bernalda, Italy May 4th-29th. A petition through Study Abroad and instructor permission required. 50 hours of fieldwork required. Prerequisite: Historical Perspectives. A course fee of $3,300.00  associated with this course which includes 3 weeks of travel in Italy and all travel costs excluding airfare. Cost of airfare TBA.",,"Pennell, Anna", ,Full Term Courses,TBA,TBA,6,0,0/0,0/0,0,,
201910,Guilford,10288,EDUC 306,001,4,Processes Teach Elem Sch Sci,"Prerequisites: Successful completion (a grade of C or better) in EDUC 201, EDUC 202, and EDUC 203 as well as having met the Natural Science and Math general education requirements.",,"Hildreth, David",BAUM 205,Full Term Courses,M,1:00pm - 3:45pm,3,30,0/0,0/0,27,,
201910,Guilford,10289,EDUC 307,001,4,Literacies Across Curriculum,"Fieldwork Required. Prerequisite: successful compution (grade of C or better) EDUC 201, EDUC 202, EDUC 203 and EDUC302.",,"Janetta, Tracey",BAUM 202,Full Term Courses,TR,4:00pm - 5:15pm,6,30,0/0,0/0,24,,
201910,Guilford,10290,EDUC 308,001,4,Internship in Leadership,Corequisite:  EDUC 307 and EDUC 309.  Prerequisite: Instructor permission.  Fieldwork required.,,"Burke, Julie",BAUM 202,Full Term Courses,TR,6:00pm - 7:15pm,6,30,0/0,0/0,24,,
